id,x_centroid,y_centroid
317,-79.463968,34.645488
318,-75.130493,39.812407
319,-80.396898,33.911126
320,-80.955582,33.224461
321,-81.391342,33.285175
322,-78.133935,35.578499
323,-81.532798,32.792805
324,-79.72921,34.224018
325,-81.37168,33.358856
326,-74.777591,39.910098
327,-82.869098,32.602013
328,-75.043643,39.566021
329,-77.793665,35.162229
330,-84.446223,31.142127
331,-81.402244,33.381835
332,-81.298892,32.884557
333,-81.33175,33.057801
334,-80.372278,34.091515
335,-81.372451,33.376461
336,-81.507878,33.337496
337,-81.233429,33.292852
338,-80.526577,33.871031
339,-80.346339,33.426059
340,-80.423709,33.870806
341,-84.44325,31.072275
342,-81.294712,32.904359
343,-81.370366,32.916415
344,-81.376761,33.385483
345,-79.765164,33.396157
346,-82.139987,33.223477
347,-84.587343,31.327523
348,-81.618787,32.80887
349,-79.403408,34.858995
350,-81.061621,33.299386
351,-81.411938,33.281766
352,-79.863903,33.710126
353,-81.428399,33.332058
354,-82.051265,33.148245
355,-79.507405,34.591276
356,-82.853844,32.869114
357,-79.839559,34.35138
358,-80.488876,33.935749
359,-80.86505,32.224747
360,-81.242472,32.890951
361,-81.091918,33.486898
362,-81.622122,32.830617
363,-81.346144,33.238746
364,-78.211102,34.638294
365,-80.455002,33.65226
366,-83.406986,32.43803
367,-77.762399,35.769742
368,-79.625887,34.483063
369,-84.230328,31.790783
370,-80.608399,33.575069
371,-80.491813,33.500066
372,-78.191585,34.645964
373,-85.622555,31.080019
374,-76.037911,38.762795
375,-81.444587,32.627647
376,-80.970814,33.271139
377,-81.265333,32.888048
378,-75.577514,38.12597
379,-81.276361,33.412455
380,-81.390628,32.935046
381,-84.573266,31.400733
382,-81.532622,32.917362
383,-85.494752,31.163354
384,-80.551257,33.495542
385,-80.988064,33.385813
386,-80.623925,33.635281
387,-79.473919,33.322396
388,-78.56785,35.106963
389,-80.522979,33.846964
390,-80.551707,33.495159
391,-77.584819,37.534308
392,-81.187359,33.255664
393,-78.749445,34.925559
394,-81.204528,33.149835
395,-81.026532,33.197552
396,-81.264887,33.342112
397,-80.377842,33.89465
398,-79.89254,34.469609
399,-81.317012,33.290222
400,-78.920267,34.802333
401,-74.775525,39.330834
402,-79.579612,34.623728
403,-81.491918,32.823649
404,-83.334434,32.334168
405,-81.694171,33.848801
406,-75.322209,39.500336
407,-85.739213,31.091901
408,-79.593482,34.678582
409,-84.374259,31.06873
410,-82.939781,32.564331
411,-81.889555,33.133245
412,-81.091185,33.480917
413,-81.41211,33.33036
414,-77.280779,34.608874
415,-78.459197,34.594545
416,-84.325549,31.901489
417,-79.10295,34.944986
418,-81.091281,33.480827
419,-84.302417,31.812217
420,-75.122139,39.292436
421,-84.177919,31.929451
422,-81.622658,32.941607
423,-74.371552,39.803741
424,-81.153016,33.296596
425,-84.375747,31.342535
426,-84.567568,31.320891
427,-80.487662,33.886461
428,-75.023594,39.854455
429,-84.555009,31.103126
430,-81.458803,33.249308
431,-84.376535,31.342498
432,-84.494382,31.216473
433,-79.129319,34.953521
434,-78.924444,34.793751
435,-77.84543,35.311228
436,-81.14409,33.223743
437,-79.246584,34.514028
438,-81.526933,32.853031
439,-78.291832,34.54662
440,-81.488462,32.83713
441,-81.454844,33.253167
442,-80.730846,32.391896
443,-81.422404,33.120868
444,-80.553697,33.546481
445,-81.289964,32.861541
446,-81.376841,33.385405
447,-81.213262,33.524666
448,-84.503038,31.147825
449,-81.625308,32.590899
450,-79.426304,34.799005
451,-81.099131,33.261017
452,-78.173396,35.62027
453,-80.409242,33.931502
454,-79.365274,34.274517
455,-78.761284,34.901265
456,-81.569685,32.660544
457,-84.264712,31.294586
458,-81.478957,33.287636
459,-79.022095,34.504785
460,-79.326996,34.224159
461,-79.473527,33.320549
462,-78.604447,34.079238
463,-81.651072,32.679214
464,-77.907903,36.121956
465,-81.295202,32.793616
466,-84.238929,31.433619
467,-81.460556,33.220615
468,-77.907114,36.042964
469,-79.87726,34.42222
470,-83.457996,32.395058
471,-79.700267,34.662281
472,-75.114548,39.795707
473,-81.597044,32.684518
474,-81.282223,32.964333
475,-75.310269,39.727992
476,-74.925947,39.766964
477,-75.861495,37.444941
478,-81.344099,33.229508
479,-84.173762,31.491033
480,-79.080535,34.814177
481,-84.074268,31.250246
482,-81.283786,33.30598
483,-80.453853,34.310002
484,-82.125872,32.857124
485,-80.422666,33.970384
486,-75.285219,39.403192
487,-84.233108,31.433929
488,-79.80853,33.603728
489,-81.383706,32.983527
490,-80.999392,33.224472
491,-75.275634,38.36521
492,-81.200453,33.578073
493,-81.502054,32.839936
494,-78.424077,34.835116
495,-84.180466,31.290828
496,-83.333996,32.334707
497,-83.624269,31.560988
498,-85.49459,31.163303
499,-81.092158,33.486914
500,-75.934984,37.316176
501,-78.749553,34.203302
502,-77.858505,35.326536
503,-79.231189,34.887875
504,-81.018932,33.422531
505,-81.605854,32.570938
506,-80.814455,33.652557
507,-81.180185,33.13151
508,-81.492226,32.823778
509,-78.394079,34.681973
510,-78.192184,35.747507
511,-84.1858,31.264516
512,-75.316731,39.598142
513,-75.823796,37.522848
514,-84.337188,31.098313
515,-83.350514,31.150218
516,-81.314255,32.855837
517,-77.216577,36.434945
518,-79.410406,34.387176
519,-81.237809,33.367358
520,-81.379716,33.325502
521,-81.791476,33.350037
522,-80.672917,33.701129
523,-80.382132,33.958979
524,-84.330191,31.81131
525,-78.138282,33.949102
526,-74.777047,39.907471
527,-81.374595,33.333227
528,-81.420985,32.948414
529,-81.400912,33.208113
530,-80.29279,33.582264
531,-84.23027,31.298106
532,-81.577648,32.661335
533,-80.39056,34.079507
534,-79.418789,34.446785
535,-84.054482,32.090229
536,-81.298414,33.075834
537,-84.486323,31.341673
538,-84.501495,31.182261
539,-84.361972,31.363762
540,-84.286429,31.280842
541,-84.263459,31.863876
542,-76.024918,38.826973
543,-81.536417,32.784739
544,-84.296241,31.185493
545,-79.725265,34.805533
546,-79.338629,34.468856
547,-81.402722,32.909484
548,-81.281903,32.65592
549,-80.806668,33.901915
550,-84.203852,31.524436
551,-82.301953,32.843919
552,-84.065923,31.505692
553,-78.313382,35.651196
554,-75.3244,39.577578
555,-84.315437,31.144427
556,-77.955543,35.826532
557,-81.301584,32.856578
558,-77.426492,35.924166
559,-81.268206,32.87494
560,-81.617257,32.563038
561,-80.726401,33.60032
562,-81.363412,32.931575
563,-78.690164,34.485842
564,-80.966357,33.420748
565,-76.037864,38.761706
566,-76.022547,38.671571
567,-82.1715,33.273035
568,-84.118136,31.397244
569,-81.299147,32.884726
570,-81.344113,33.229581
571,-81.863311,32.720625
572,-79.342312,34.319989
573,-80.921901,33.249234
574,-84.423968,31.221571
575,-82.294791,32.87701
576,-84.304844,31.967313
577,-80.865332,32.221915
578,-80.294926,34.235352
579,-84.534682,31.090102
580,-81.492189,32.823654
581,-81.617327,32.600596
582,-82.431789,31.44744
583,-80.61826,33.634824
584,-74.961177,39.797479
585,-81.110467,32.986506
586,-81.318977,32.847029
587,-81.413295,32.920606
588,-75.046313,39.691699
589,-80.954485,33.501774
590,-81.26804,32.875293
591,-81.267316,33.055692
592,-81.095864,33.456402
593,-81.046844,33.188723
594,-81.226661,33.250837
595,-82.236276,32.837496
596,-81.107652,33.212932
597,-84.368347,31.358924
598,-79.449905,34.313169
599,-79.590478,34.800332
600,-81.021649,33.179117
601,-74.620031,39.308171
602,-84.288136,31.192053
603,-81.474966,32.642552
604,-77.878574,35.359754
605,-81.155746,33.145838
606,-78.674168,34.563952
607,-80.403354,33.626514
608,-74.602674,39.998014
609,-84.434272,31.502082
610,-81.410932,32.860869
611,-84.115112,31.785039
612,-81.233131,33.258905
613,-75.963186,37.233779
614,-80.291044,34.163844
615,-78.484115,35.183848
616,-79.338115,34.468776
617,-78.749374,34.203056
618,-84.265451,31.218739
619,-80.42678,33.86251
620,-79.403619,34.296655
621,-81.051884,33.299805
622,-84.369914,32.101736
623,-81.241975,33.23648
624,-79.675998,34.735082
625,-76.777205,36.184273
626,-84.238015,31.303792
627,-82.187153,32.936474
628,-78.392581,34.599785
629,-84.332083,31.265378
630,-84.39901,31.125612
631,-81.478931,33.284389
632,-81.361379,32.835858
633,-80.973945,33.214466
634,-83.670048,32.738731
635,-79.524475,34.383174
636,-82.188617,32.926402
637,-78.621648,34.118714
638,-79.723531,34.225564
639,-81.411835,33.281629
640,-78.567955,35.130629
641,-77.426095,35.924388
642,-82.171253,33.273014
643,-84.431232,31.322709
644,-84.410949,31.615318
645,-79.347597,34.12828
646,-75.396003,38.226113
647,-81.411929,32.960715
648,-81.255628,32.88722
649,-81.478931,33.284463
650,-78.689989,34.485901
651,-81.276373,33.266857
652,-78.707596,33.842574
653,-77.900219,36.042654
654,-79.800027,33.298259
655,-84.36358,31.358958
656,-84.107021,31.474208
657,-84.428577,31.122877
658,-81.60972,32.621018
659,-81.293446,32.836387
660,-74.961133,39.797525
661,-79.469455,34.480987
662,-79.433547,34.784331
663,-83.784341,32.655264
664,-80.440634,33.872375
665,-80.09116,34.214124
666,-80.09432,33.636308
667,-81.886009,33.11378
668,-80.495068,33.494424
669,-79.19893,34.901643
670,-79.445464,34.835916
671,-79.313764,34.867276
672,-84.256256,31.695053
673,-84.370059,32.101756
674,-78.695061,34.876365
675,-75.266984,38.260215
676,-77.334198,35.221361
677,-79.781686,33.972412
678,-80.303406,34.198173
679,-84.117348,31.415506
680,-84.435282,31.133894
681,-74.620108,39.308176
682,-79.50122,34.866161
683,-78.286801,34.644273
684,-84.755427,31.065472
685,-80.145496,34.357008
686,-80.992421,33.203936
687,-79.394617,34.291492
688,-84.216059,31.307275
689,-80.380442,33.830042
690,-74.274356,39.696403
691,-84.127927,31.698189
692,-84.216329,32.140206
693,-80.97894,33.220053
694,-79.32669,34.162728
695,-74.787353,39.954676
696,-84.306894,32.150848
697,-81.226632,33.336747
698,-78.734736,34.764113
699,-75.512451,38.134891
700,-84.41939,31.115037
701,-80.95729,33.275577
702,-74.766314,39.241662
703,-80.790449,33.899958
704,-81.581675,32.57219
705,-81.155861,33.145909
706,-81.391474,33.284703
707,-77.729897,35.173916
708,-79.213487,34.908292
709,-84.32284,31.81279
710,-78.655717,34.40313
711,-81.194589,33.27754
712,-74.926129,39.766896
713,-81.263953,33.123643
714,-79.152094,34.799774
715,-77.396933,35.860278
716,-77.6138,34.741318
717,-79.892552,33.655077
718,-81.295342,32.793549
719,-81.372968,32.23794
720,-75.882617,37.432273
721,-75.126024,39.858964
722,-82.158484,33.269294
723,-81.364632,33.147558
724,-74.550959,39.413931
725,-81.428057,33.332302
726,-81.374665,32.228119
727,-84.293237,31.138638
728,-75.468001,39.196535
729,-77.697557,35.11396
730,-81.356486,32.887183
731,-84.100169,31.821997
732,-84.291192,31.206943
733,-84.614879,31.477573
734,-84.111163,31.786156
735,-81.336617,33.366293
736,-84.442255,31.284601
737,-74.818955,39.982638
738,-80.276427,34.109199
739,-75.479992,37.931514
740,-77.602045,36.158146
741,-81.284053,32.645412
742,-81.267346,33.317599
743,-84.379884,31.191871
744,-81.285684,33.501187
745,-84.50401,31.057775
746,-78.544855,34.816189
747,-82.204478,32.87569
748,-81.518371,32.848035
749,-84.395155,31.169664
750,-78.641928,34.396782
751,-75.051908,39.36635
752,-84.395767,31.355096
753,-84.569982,31.198138
754,-84.334529,31.07557
755,-81.381189,32.858525
756,-79.210398,34.865212
757,-81.064688,33.212665
758,-84.463204,31.211515
759,-81.464013,33.385474
760,-84.162544,31.777026
761,-81.388575,33.274987
762,-79.308551,34.540418
763,-84.570607,31.198113
764,-81.113135,33.271427
765,-75.82287,37.60068
766,-84.358346,31.206032
767,-80.42417,33.708118
768,-80.986575,33.289298
769,-81.104518,33.263282
770,-79.702939,34.589216
771,-80.991574,33.410753
772,-84.408964,31.076861
773,-80.354417,33.678027
774,-75.642266,39.19059
775,-74.553943,39.415166
776,-75.93503,37.322078
777,-80.279307,34.144193
778,-84.06826,31.839895
779,-81.512868,32.623057
780,-77.43592,35.70753
781,-79.130409,34.953678
782,-78.458539,35.127626
783,-81.156008,33.221297
784,-84.399901,31.16828
785,-79.504956,34.508424
786,-79.27988,34.18437
787,-79.074845,34.804213
788,-79.611495,34.587384
789,-79.417983,34.365333
790,-80.418796,33.43583
791,-80.101677,33.669883
792,-84.382067,31.048935
793,-79.645414,34.478703
794,-82.301838,32.843935
795,-79.111453,34.530462
796,-80.398426,33.680955
797,-81.914283,33.138227
798,-79.389272,34.288185
799,-81.44761,33.230832
800,-81.621412,32.830405
801,-81.126385,33.211505
802,-81.207733,33.541724
803,-84.342383,31.094072
804,-81.47361,33.271025
805,-75.896605,37.433276
806,-75.933331,37.501825
807,-81.229082,33.344824
808,-81.632087,32.563009
809,-84.162401,31.776978
810,-84.388465,31.36179
811,-78.499788,34.458739
812,-84.365376,31.220678
813,-79.120503,34.750511
814,-80.398675,33.618585
815,-84.069913,31.439339
816,-79.816515,33.441252
817,-75.76199,39.018135
818,-78.734573,34.763469
819,-78.592223,34.925998
820,-81.137561,33.222323
821,-81.215439,32.825754
822,-84.127514,31.718399
823,-84.239102,31.698844
824,-79.565195,34.376993
825,-84.176381,31.468247
826,-75.115908,39.794677
827,-84.348023,31.091999
828,-81.481068,32.668048
829,-81.09069,33.262463
830,-75.882962,36.249188
831,-79.507412,34.529585
832,-79.683706,34.534912
833,-84.219321,31.342969
834,-81.245842,32.721732
835,-84.309915,31.138643
836,-81.193281,33.254984
837,-80.169775,34.22735
838,-81.37621,33.280534
839,-80.495957,33.823164
840,-74.846357,39.964789
841,-79.837435,33.36774
842,-80.363283,34.089622
843,-81.328736,32.870874
844,-82.204518,32.875736
845,-84.421532,31.617794
846,-80.701684,33.688149
847,-81.923427,33.146087
848,-80.389048,33.792653
849,-78.745959,34.93682
850,-75.570344,38.837587
851,-78.036239,34.385585
852,-82.246732,32.926924
853,-80.37301,33.487524
854,-77.878981,34.285935
855,-81.681118,32.75708
856,-79.89668,34.135592
857,-84.529185,31.498031
858,-75.801966,38.909321
859,-84.37224,31.218056
860,-81.153534,33.448939
861,-74.968338,39.344653
862,-75.497186,38.140452
863,-80.146191,34.238197
864,-81.774309,33.345675
865,-84.801402,31.488805
866,-82.188761,32.925977
867,-81.25881,33.314721
868,-81.681057,32.757003
869,-81.258371,32.676274
870,-81.268113,32.837607
871,-74.758584,39.810969
872,-81.634032,32.660078
873,-80.144637,33.276317
874,-77.473416,35.809124
875,-75.622539,37.78268
876,-76.027949,38.82786
877,-79.627255,34.650337
878,-81.226524,33.336864
879,-75.301121,38.840292
880,-81.39172,32.97434
881,-84.311415,32.232537
882,-81.394394,32.833935
883,-79.262858,34.576586
884,-81.871923,32.447768
885,-81.871958,32.447781
886,-81.366487,33.125432
887,-81.535075,32.78942
888,-80.198401,34.311556
889,-81.36309,33.130037
890,-80.849904,33.43032
891,-84.361423,31.081779
892,-80.614548,33.437828
893,-80.204311,33.606291
894,-77.608203,34.753291
895,-81.021534,33.295475
896,-81.358695,32.738298
897,-81.364799,32.981144
898,-81.411666,33.195845
899,-81.010612,33.210518
900,-83.868871,32.197761
901,-78.535845,34.943761
902,-81.29317,32.24281
903,-79.426,33.933515
904,-75.4524,39.708652
905,-85.475332,31.166553
906,-79.875913,34.43771
907,-74.983908,39.362212
908,-80.831313,33.362007
909,-81.135894,33.256835
910,-79.402931,34.442992
911,-81.240714,33.226017
912,-84.253839,31.299923
913,-80.302648,34.211354
914,-79.344805,34.50762
915,-80.49177,33.500133
916,-80.992344,33.285956
917,-80.217458,33.260569
918,-79.214238,34.473606
919,-81.146934,33.322711
920,-79.57102,34.694642
921,-75.753125,39.126287
922,-78.749548,34.279317
923,-81.606739,32.963692
924,-74.553946,39.415212
925,-81.328513,32.878288
926,-81.350849,32.86041
927,-75.90807,39.305853
928,-84.344734,31.547814
929,-81.067091,32.912611
930,-80.6148,33.623643
931,-84.095652,32.20952
932,-84.457025,31.108347
933,-79.483457,34.327583
934,-81.358561,32.738523
935,-79.133212,34.920761
936,-79.324788,34.862446
937,-79.546637,33.201787
938,-78.675997,33.847471
939,-79.33456,34.491774
940,-79.709809,34.196676
941,-81.331658,32.85052
942,-75.502266,37.923574
943,-81.114106,33.21158
944,-79.604082,33.153246
945,-79.821468,34.088695
946,-74.94231,39.904308
947,-79.643409,34.749047
948,-77.397703,35.430577
949,-81.337918,32.846508
950,-81.032047,33.235395
951,-80.289678,33.599515
952,-78.378876,35.322724
953,-80.959478,33.322147
954,-79.133709,34.923804
955,-83.434155,32.224133
956,-84.40779,31.158872
957,-77.121444,35.705384
958,-82.158373,33.269323
959,-84.227662,31.417486
960,-81.215927,32.825736
961,-79.188028,34.852166
962,-80.95653,33.1776
963,-79.577463,34.740003
964,-77.793373,35.161726
965,-75.816731,37.608038
966,-75.467081,38.153945
967,-75.939701,39.345887
968,-84.751387,31.544994
969,-77.230207,36.350579
970,-84.803082,31.416421
971,-81.491767,32.73531
972,-81.065436,33.414782
973,-81.863159,32.720575
974,-81.246424,33.306181
975,-75.577417,38.11936
976,-77.248674,36.422506
977,-84.164558,31.670464
978,-82.44901,32.953554
979,-84.243036,31.634634
980,-80.425564,33.978853
981,-80.37374,33.860041
982,-81.276111,33.412568
983,-84.421168,31.617826
984,-81.865772,32.715672
985,-81.068143,33.236493
986,-74.906822,39.595717
987,-78.739333,34.553302
988,-79.863782,33.955849
989,-84.613551,31.47754
990,-79.644824,33.114401
991,-78.330195,34.511523
992,-79.423296,34.452393
993,-81.227448,33.284383
994,-74.942042,39.324436
995,-84.820906,31.108392
996,-80.385329,33.896744
997,-80.430471,33.854909
998,-79.248816,34.231766
999,-75.145918,38.771554
1000,-79.135609,34.923762
1001,-79.546633,33.201539
1002,-84.547821,31.500922
1003,-81.272116,33.306744
1004,-80.404066,33.902648
1005,-84.198574,31.292305
1006,-81.609526,32.620932
1007,-78.662061,34.793928
1008,-75.939842,39.345545
1009,-77.428896,35.84574
1010,-80.869327,33.936076
1011,-77.841106,35.291601
1012,-81.383512,32.977655
1013,-79.321173,34.894817
1014,-82.199426,32.929282
1015,-75.335791,38.122976
1016,-81.194458,33.277637
1017,-84.424831,31.581063
1018,-79.648926,34.760213
1019,-79.247927,34.566967
1020,-81.39196,33.306636
1021,-80.204096,33.606739
1022,-84.356166,31.403797
1023,-75.636653,37.778412
1024,-81.052228,33.252859
1025,-84.743277,31.524616
1026,-81.087292,33.232847
1027,-79.659149,34.645045
1028,-80.986811,33.460749
1029,-81.43312,33.346881
1030,-80.85977,33.188985
1031,-84.257385,31.295537
1032,-75.654794,39.230899
1033,-75.246495,39.674073
1034,-84.445448,31.159086
1035,-81.543002,32.954899
1036,-81.029057,33.214753
1037,-79.336991,34.838388
1038,-84.274605,31.448791
1039,-76.461038,35.769932
1040,-75.386654,38.204633
1041,-75.742254,38.985454
1042,-80.365715,34.093978
1043,-81.203183,33.096415
1044,-75.005471,39.422154
1045,-79.581731,34.386652
1046,-78.662158,34.793975
1047,-78.406026,34.637688
1048,-78.065217,34.415245
1049,-75.210954,38.697011
1050,-81.227707,33.344802
1051,-80.439729,33.859768
1052,-80.542823,33.483104
1053,-81.515636,32.777716
1054,-80.52452,33.840633
1055,-81.378744,33.231015
1056,-79.350244,33.599521
1057,-79.620882,34.598092
1058,-81.328506,32.747515
1059,-84.824809,31.986721
1060,-75.225329,38.328757
1061,-84.41355,31.1608
1062,-79.576689,34.731878
1063,-83.242006,31.081629
1064,-77.397491,35.430563
1065,-80.297772,34.218457
1066,-81.096008,33.456395
1067,-84.370872,31.232035
1068,-84.698919,31.06719
