id,x_centroid(lon),y_centroid(lat),perimeter(m),area(m_sq),majority_landuse,min_elev(m),max_elev(m),range_elev(m),mean_elev(m),std_elev(m),xmin(lon),ymin(lat),xmax(lon),ymax(lat),bearing(deg),length_to_width_ratio,diagonal(m),lengths(m),widths(m),STATE_NAME,SUB_REGION
1,-81.476771,33.318998,2105.174246,272854.3256,213,81.67028,92.650543,10.980263,84.22565,1.847659,-81.496593,32.730972,-81.487343,32.739381,-7.665404267,1.080671602,1273.916202,935.0381369,865.2380011,South Carolina,South Atlantic
2,-84.441993,31.152976,2496.242368,388770.6088,38,37.142353,48.119102,10.976749,41.724196,2.40391,-84.826411,30.979836,-84.822334,30.983902,-5.143111886,1.16323984,596.2135224,452.1185698,388.6718407,Georgia,South Atlantic
3,-83.487778,31.76304,2603.600645,423655.0524,556,102.154053,113.127052,10.973,107.033777,2.778956,-77.623844,35.163031,-77.609513,35.168108,-4.348402094,2.307628764,1419.763987,1302.740996,564.536643,Georgia,South Atlantic
4,-83.327486,31.334884,1877.825904,212272.6535,38,78.32663,89.29171,10.96508,84.056395,3.41925,-77.251747,35.307995,-77.240501,35.316859,-9.878356116,1.035353838,1418.707413,1020.477698,985.6318298,Georgia,South Atlantic
5,-79.146471,34.864925,4586.909105,1314766.844,556,55.000446,65.965172,10.964725,61.622596,1.899376,-80.289497,34.176332,-80.286399,34.179495,-9.775921526,1.234093573,452.6790006,351.709552,284.9942335,North Carolina,South Atlantic
6,-81.280291,32.871705,5864.357734,2149210.21,568,33.027588,43.983082,10.955494,38.859869,3.099477,-82.621452,31.149002,-82.617584,31.152579,-6.777140621,1.080556557,541.929072,397.7442536,368.0920272,South Carolina,South Atlantic
7,-80.814326,33.652341,2795.230905,488332.1598,256,91.678886,102.631317,10.952431,94.624853,2.385645,-80.033657,33.896012,-80.021045,33.907334,-8.844069819,1.081519507,1714.58399,1258.948958,1164.05571,South Carolina,South Atlantic
8,-81.255752,33.072195,3314.732724,685141.8065,213,49.898529,60.847721,10.949192,53.228749,2.111452,-81.071422,33.21611,-81.064372,33.222387,-7.875044615,1.064240529,957.7353329,697.9705543,655.8391035,South Carolina,South Atlantic
9,-81.328775,32.812289,7653.338595,3618716.294,38,36.10051,47.046234,10.945724,41.40056,2.046895,-81.570888,32.985949,-81.566945,32.989831,-8.217082229,1.173729978,567.0763341,431.6587006,367.7666148,South Carolina,South Atlantic
10,-81.462342,32.68825,1552.982138,149411.2218,38,26.443518,37.380913,10.937395,28.958682,2.327023,-81.56118,32.88213,-81.553289,32.894311,-12.77771173,1.838148509,1541.904794,1354.465401,736.8639665,Georgia,South Atlantic
11,-84.328517,31.12045,4058.522363,1028892.076,556,35.07914,46.014809,10.935669,39.228159,2.801784,-75.598392,37.811596,-75.595823,37.813517,-10.54168682,1.05652757,310.7369475,225.6800514,213.6054542,Georgia,South Atlantic
12,-75.842975,38.612934,3757.839824,882571.3036,578,2.457892,13.36604,10.908148,10.177843,1.00015,-75.815935,39.051077,-75.813796,39.052671,-10.35404806,1.042104496,255.9917596,184.707509,177.2447098,Maryland,South Atlantic
13,-84.409647,31.776629,1343.176476,112404.9141,38,97.14962,108.049393,10.899773,101.625694,2.007957,-85.722343,31.122331,-85.714039,31.127319,-2.570442328,1.425174334,965.6182576,790.4591118,554.6402941,Georgia,South Atlantic
14,-81.463378,32.711494,1965.35431,241358.3362,38,21.441231,32.331779,10.890549,25.389443,2.119842,-81.251028,32.867322,-81.246114,32.871947,-8.152891224,1.120556446,689.2765288,514.2765315,458.9474572,Georgia,South Atlantic
15,-84.44067,31.498244,2061.755248,265595.9763,230,61.215885,72.094215,10.87833,62.689874,1.618568,-84.295011,31.156197,-84.289945,31.160209,-4.505578161,1.080578363,656.8035415,482.0611865,446.1140467,Georgia,South Atlantic
16,-81.406743,32.924934,3566.836366,789503.7961,568,38.53783,49.405949,10.868118,44.682106,2.690438,-78.71581,34.481852,-78.705481,34.489282,-8.021351087,1.145928945,1256.507249,946.7416303,826.1783024,South Carolina,South Atlantic
17,-79.209639,34.418579,10647.70193,7008220.912,257,29.98192,40.841576,10.859655,33.942347,1.678179,-79.609932,34.765504,-79.605576,34.77061,-11.94406374,1.426885899,693.3032496,567.7612938,397.9023791,South Carolina,South Atlantic
18,-79.313213,34.84376,10563.77446,6911999.835,556,66.191872,77.042297,10.850426,70.000711,1.07907,-80.047998,34.373155,-80.044978,34.376388,-10.48709533,1.297017427,453.9329517,359.493199,277.1691356,North Carolina,South Atlantic
19,-81.373841,32.847913,4867.696132,1442111.562,11,33.433041,44.276142,10.843102,37.367343,2.088858,-82.29938,32.869398,-82.295825,32.872848,-7.413398119,1.155438449,507.3417604,383.6224973,332.0146543,South Carolina,South Atlantic
20,-84.419928,31.157268,2929.588439,536367.1746,38,36.774387,47.61311,10.838722,40.734932,2.141523,-84.628865,30.978168,-84.62231,30.98433,-5.035175426,1.096437837,927.3470461,685.1831408,624.9174531,Georgia,South Atlantic
21,-74.716698,39.815181,1092.9336,72543.17642,556,31.03998,41.87162,10.83164,35.300542,2.633869,-74.757987,39.745403,-74.755536,39.748376,-17.69726684,1.577558953,391.401892,330.5825109,209.5531898,New Jersey,Middle Atlantic
22,-81.593716,32.569678,3315.799383,678038.0179,38,43.453293,54.284576,10.831284,46.581157,2.036267,-81.296086,32.853627,-81.283969,32.869599,-11.29809061,1.569113265,2105.95711,1776.005368,1131.85288,Georgia,South Atlantic
23,-81.328709,33.116601,5863.700303,2050594.123,38,70.333405,81.155724,10.822319,73.204412,1.998605,-81.103904,33.265271,-81.096043,33.270416,-5.78540323,1.277530894,928.137653,730.8727415,572.0978999,South Carolina,South Atlantic
24,-80.351,33.610338,4963.997287,936785.8865,582,36.884651,47.702427,10.817776,42.171662,1.684006,-80.26886,33.949355,-80.265786,33.951663,-7.236167321,1.104843993,382.4375743,283.5448319,256.6378906,South Carolina,South Atlantic
25,-81.621685,32.672143,1944.415234,225346.4574,557,50.410801,61.19698,10.786179,52.698169,2.253178,-81.585108,32.929738,-81.580096,32.934973,-8.696826325,1.244425279,746.755005,582.1054392,467.7705035,Georgia,South Atlantic
26,-82.463759,33.205112,1599.475434,155819.3123,254,132.868973,143.641846,10.772873,137.073786,2.598191,-81.260526,32.762142,-81.257803,32.764824,-8.515305632,1.171262365,392.1307591,298.2247894,254.6182635,Georgia,South Atlantic
27,-80.91594,33.412236,3095.363741,594904.9523,557,52.202572,62.974869,10.772297,59.707043,1.143908,-80.384002,33.711375,-80.380967,33.714113,-8.574098261,1.084508342,414.1213204,304.4517133,280.7278666,South Carolina,South Atlantic
28,-81.626361,32.612274,3435.823605,737798.9972,254,43.208305,53.974976,10.76667,45.676082,1.732466,-81.290206,32.81104,-81.282547,32.819034,-8.990659407,1.241863562,1141.233602,888.8922449,715.7728693,Georgia,South Atlantic
29,-81.480063,33.317602,1984.360916,243386.6643,38,82.091652,92.851395,10.759743,85.20052,2.252844,-81.484786,32.729648,-81.477839,32.736358,-8.147031011,1.14817978,989.4114711,746.1179606,649.8267727,South Carolina,South Atlantic
30,-79.810029,33.603898,3116.664984,602827.7083,11,8.114524,18.872906,10.758382,14.447852,1.543263,-80.365164,33.606283,-80.348467,33.622336,-9.158593712,1.154371157,2361.543639,1785.012157,1546.306963,South Carolina,South Atlantic
31,-78.210756,34.6352,6506.32562,2632990.859,399,21.324062,32.068542,10.74448,25.391674,2.033701,-79.538811,34.580575,-79.5349,34.583581,-7.949247169,1.07120395,489.8172828,358.0520091,334.25195,North Carolina,South Atlantic
32,-81.384303,33.346443,1982.631526,240079.7811,38,84.329033,95.066315,10.737282,88.246627,1.544472,-81.133203,33.202458,-81.119568,33.220551,-11.57880234,1.585858682,2378.360807,2011.849808,1268.618592,South Carolina,South Atlantic
33,-77.282621,37.386248,3795.3356,899885.3737,556,0.9,11.630228,10.730228,4.926744,2.320486,-74.985505,39.235974,-74.984147,39.237122,-12.35936838,1.091425342,173.1303013,127.6517611,116.958766,Virginia,South Atlantic
34,-81.335637,33.276834,6075.842059,2306114.799,256,67.537384,78.265823,10.728439,72.18575,2.179817,-81.241709,32.725565,-81.237314,32.730554,-9.812803397,1.349333809,690.4835677,554.7514875,411.12991,South Carolina,South Atlantic
35,-81.193992,33.272664,1920.02457,229791.3958,256,65.640938,76.359009,10.718071,68.332786,2.374941,-81.867747,32.713479,-81.863581,32.717437,-7.659349426,1.129178084,587.8802924,440.1095157,389.7609438,South Carolina,South Atlantic
36,-81.935618,32.881335,3090.856933,591878.1665,567,70.188728,80.904106,10.715378,71.883664,1.779531,-78.478583,35.093597,-78.465809,35.103441,-8.762190976,1.061749823,1596.461133,1162.194391,1094.602859,Georgia,South Atlantic
37,-82.227588,32.656983,1358.460021,112747.1296,38,84.529846,95.243782,10.713936,90.19564,3.612845,-78.467077,34.739845,-78.443715,34.755482,-7.639302863,1.227708356,2753.049759,2134.684127,1738.755069,Georgia,South Atlantic
38,-78.416581,35.047643,3223.049236,649216.7804,556,42.325474,53.035988,10.710514,49.850042,1.260838,-78.161991,34.319454,-78.157174,34.322983,-8.552949541,1.127343032,591.331139,442.3771818,392.4068979,North Carolina,South Atlantic
39,-84.185825,31.26262,7763.606907,3727172.036,263,52.20229,62.912346,10.710056,54.106178,1.400917,-75.911971,37.489621,-75.907643,37.492743,-9.965665523,1.099971347,516.0631362,381.8556631,347.1505546,Georgia,South Atlantic
40,-79.770355,33.749433,20881.15548,26994714.77,242,17.118759,27.828566,10.709806,21.339698,2.595752,-80.331658,33.652514,-80.311113,33.664478,-5.598531019,1.429449941,2320.680893,1901.648865,1330.336103,South Carolina,South Atlantic
41,-77.346637,36.601872,3821.2376,910693.9638,216,14.018573,24.721825,10.703252,15.99198,3.391794,-76.28297,35.439105,-76.259304,35.460455,-12.09952699,1.107281689,3198.663352,2374.011685,2143.999769,Virginia,South Atlantic
42,-78.480497,34.478322,7771.402112,3762972.025,567,26.762289,37.459316,10.697027,32.500785,1.483761,-79.427654,34.498624,-79.424313,34.501368,-8.574099357,1.003444275,432.243425,306.1697855,305.1188723,North Carolina,South Atlantic
43,-81.322259,33.360614,5092.647854,1581715.199,256,90.67485,101.371193,10.696342,94.141801,1.935436,-81.028035,33.178025,-81.023165,33.182815,-8.726677753,1.175153095,699.3577056,532.6237,453.2377122,South Carolina,South Atlantic
44,-81.378382,33.35485,3249.179849,651851.2982,38,88.654358,99.350311,10.695953,92.402358,2.171386,-81.145919,33.221372,-81.142261,33.226113,-11.28808457,1.54927727,627.4489306,527.1751456,340.2716581,South Carolina,South Atlantic
45,-81.390628,33.210084,1421.257952,125732.8185,11,60.730137,71.424835,10.694698,64.563696,2.07307,-81.794309,33.347402,-81.788643,33.352672,-7.56811025,1.113432974,787.6327427,585.9972608,526.2977427,South Carolina,South Atlantic
46,-81.095907,33.297855,2949.340394,520673.1751,568,59.668346,70.361725,10.693378,62.846363,1.437109,-81.494654,32.821021,-81.489724,32.826286,-8.982263374,1.270814186,744.9542809,585.4412901,460.6820546,South Carolina,South Atlantic
47,-81.283572,33.306014,3497.152907,759657.8698,256,69.052925,79.740646,10.687721,72.545588,2.168605,-81.27905,32.758557,-81.275592,32.761456,-7.248079581,1.00311608,456.5846217,323.3585681,322.3540869,South Carolina,South Atlantic
48,-81.11846,33.269853,1496.792105,139533.0468,38,56.146511,66.834198,10.687687,59.880444,3.008058,-81.4972,32.666371,-81.49274,32.670597,-7.98054026,1.125567143,628.5717267,469.9097594,417.4870973,South Carolina,South Atlantic
49,-79.729313,34.224107,3046.64056,577801.6987,11,33.797363,44.47723,10.679867,40.361317,1.397432,-84.563256,31.477324,-84.559673,31.480808,-5.26750636,1.140145478,515.296045,387.4031278,339.7839445,South Carolina,South Atlantic
50,-84.386902,31.134412,2765.402601,467303.2508,38,36.510918,47.179867,10.668949,41.305192,2.587501,-76.539843,35.727451,-76.382233,35.812413,-7.23655673,1.505948442,17071.90119,14227.21201,9447.343357,Georgia,South Atlantic
51,-81.489651,32.722368,3000.956733,560724.0383,38,24.453529,35.12162,10.668091,31.55302,2.943984,-81.292163,32.924327,-81.285666,32.930901,-8.717200561,1.205461852,949.7638533,730.9954451,606.4028022,Georgia,South Atlantic
52,-81.095943,33.297749,3091.965492,579355.9043,568,59.730717,70.398369,10.667652,63.994002,1.908308,-81.30974,32.811321,-81.304584,32.816334,-8.363277723,1.156825838,736.8083857,557.4201671,481.8531442,South Carolina,South Atlantic
53,-84.30941,31.814447,2008.668198,240576.9669,26,85.864349,96.529922,10.665573,90.570936,3.095951,-85.498914,31.15945,-85.49059,31.167258,-4.218068559,1.09615163,1175.195534,868.2099848,792.0528158,Georgia,South Atlantic
54,-81.931639,32.718126,1843.165389,203742.1276,263,46.917984,57.553894,10.63591,49.095098,1.410556,-81.317226,32.889635,-81.311673,32.89708,-11.45098966,1.596627146,976.8038819,827.8462286,518.4969018,Georgia,South Atlantic
55,-83.474714,31.843496,1549.984622,147735.5529,38,100.052628,110.676567,10.62394,105.701555,2.670518,-77.926308,35.186735,-77.916746,35.194843,-10.06828677,1.037516514,1252.14034,901.5684667,868.9678234,Georgia,South Atlantic
56,-81.155064,32.871347,3234.805748,647940.8029,213,24.072323,34.695332,10.623009,31.239661,2.081922,-81.839215,31.162745,-81.829924,31.172015,-8.071389468,1.165991217,1357.918427,1030.776969,884.0349349,South Carolina,South Atlantic
57,-81.332561,32.968708,2895.650142,521909.8552,213,45.567165,56.184002,10.616837,47.943005,1.951569,-78.412907,34.565767,-78.392771,34.58605,-11.4603996,1.22323052,2912.96593,2255.366696,1843.778961,South Carolina,South Atlantic
58,-84.230249,31.701261,4766.200817,1413671.825,263,72.428062,83.013535,10.585472,76.298119,1.559302,-84.29532,31.285278,-84.291761,31.289458,-6.66343737,1.374324622,574.810827,464.7947937,338.198695,Georgia,South Atlantic
59,-81.298279,32.987013,3463.089527,749304.0838,556,43.774071,54.354473,10.580402,48.969257,2.182705,-78.931941,34.602969,-78.923291,34.6094,-8.131048671,1.107117873,1066.813512,791.6939824,715.0945726,South Carolina,South Atlantic
60,-77.417999,36.382732,5944.8588,2206988.014,38,23.370726,33.94418,10.573454,27.990804,1.117972,-76.040312,38.939721,-76.036473,38.942962,-11.51898259,1.085397268,490.0138509,360.3827566,332.0284354,North Carolina,South Atlantic
61,-81.332841,33.285714,3626.342666,818098.5821,256,67.919449,78.491776,10.572327,70.679644,1.650524,-81.290507,32.760414,-81.287569,32.763264,-8.360426921,1.15352687,419.4066065,316.9055429,274.727491,South Carolina,South Atlantic
62,-81.361085,32.835835,1141.555868,81313.83564,38,36.631435,47.20322,10.571785,40.143581,2.689982,-82.251557,32.921589,-82.242196,32.932524,-8.96200263,1.391617062,1497.259679,1215.916522,873.7436147,South Carolina,South Atlantic
63,-85.494832,31.163307,3255.08102,660856.7923,557,86.848778,97.420044,10.571266,90.761566,1.78637,-75.745597,37.641257,-75.73781,37.646891,-10.11064378,1.094450943,928.7293817,685.6431115,626.4722194,Alabama,East South Central
64,-81.488215,33.253069,2973.449232,551577.8821,568,72.538826,83.109474,10.570648,74.795471,1.604943,-81.518957,32.607779,-81.51126,32.611513,-4.096658907,1.736420192,831.9623063,720.9648872,415.2018565,South Carolina,South Atlantic
65,-81.366567,32.845415,2859.268205,492815.8265,254,37.275826,47.815838,10.540012,39.169847,2.782281,-82.298544,32.873166,-82.293445,32.879696,-9.745810909,1.52480374,868.3142848,726.1028692,476.1943127,South Carolina,South Atlantic
66,-79.905972,34.410384,3939.087465,967676.0752,257,47.656364,58.185276,10.528912,52.485304,2.330475,-79.525368,34.710993,-79.522412,34.713508,-8.797074458,1.035007142,388.8585095,279.655234,270.1964294,South Carolina,South Atlantic
67,-81.545255,32.986663,2975.201551,548833.8303,213,38.788898,49.313675,10.524776,41.112139,2.390177,-78.846309,34.428484,-78.835424,34.442501,-14.00451914,1.561208332,1850.895179,1558.619288,998.3416411,Georgia,South Atlantic
68,-81.094903,33.262469,2133.971114,284297.9037,213,49.394669,59.907276,10.512608,51.053672,1.631669,-81.46422,32.686337,-81.460464,32.690163,-8.602615152,1.210300516,551.8565379,425.4317852,351.5092159,South Carolina,South Atlantic
69,-78.488542,35.184599,8683.59499,4710855.259,257,53.026585,63.527157,10.500572,58.951103,1.1048,-79.188285,34.319299,-79.185087,34.321983,-8.951501375,1.016183533,418.7173589,298.4471799,293.6941706,North Carolina,South Atlantic
70,-81.436071,33.334769,1459.910869,131884.134,568,78.282845,88.764153,10.481308,82.507126,2.919111,-81.100264,33.205928,-81.097271,33.2093,-9.891952262,1.346502279,467.0384238,374.949288,278.4616809,South Carolina,South Atlantic
71,-81.234897,33.26882,1786.380648,199023.8087,557,72,82.480667,10.480667,74.354029,1.587366,-81.28999,32.638349,-81.282918,32.652421,-16.7846619,2.362948399,1699.067454,1564.735007,662.1960123,South Carolina,South Atlantic
72,-81.309887,33.094417,2211.154992,305093.0613,256,61.061913,71.529121,10.467209,63.228282,1.804485,-81.056123,33.249035,-81.048334,33.256682,-8.687089365,1.173950226,1116.963149,850.3076046,724.3131659,South Carolina,South Atlantic
73,-81.886105,33.113622,3082.859215,589308.5168,38,77.815742,88.280113,10.464371,80.164609,1.874211,-81.222131,33.258755,-81.213873,33.267761,-9.459189375,1.304204435,1261.88902,1001.421508,767.8409001,Georgia,South Atlantic
74,-79.418752,34.792506,2657.378914,440667.4109,556,64.452103,74.915825,10.463722,66.857144,2.662961,-79.213988,34.861237,-79.204925,34.868299,-8.3053598,1.053036372,1140.326962,826.9058391,785.258573,North Carolina,South Atlantic
75,-78.539945,35.110182,3618.562617,814928.9521,556,41.957306,52.419327,10.462021,48.532797,1.744017,-78.768326,34.265508,-78.758403,34.275135,-10.71275926,1.173918709,1406.180805,1070.473557,911.8804811,North Carolina,South Atlantic
76,-75.372683,38.217177,7615.562066,3615255.514,216,-0.724678,9.73532,10.459998,2.69993,2.76598,-75.759834,38.954673,-75.757986,38.956333,-12.4664926,1.155115804,244.1422643,184.5835668,159.7965902,Maryland,South Atlantic
77,-81.831279,33.740149,2965.952665,546265.5019,556,177.30658,187.759811,10.453232,182.173985,2.088584,-81.138855,33.253828,-81.132932,33.259841,-8.895256828,1.213985751,866.2344517,668.6150965,550.7602507,South Carolina,South Atlantic
78,-81.194021,33.272524,1997.422677,248404.843,103,66.044472,76.482941,10.438469,71.111047,2.49598,-81.494425,32.820902,-81.48941,32.826396,-9.210493454,1.303610147,769.9357642,610.9049249,468.6254754,South Carolina,South Atlantic
79,-74.589741,39.362316,1169.7216,85486.85639,581,5.349512,15.774858,10.425346,9.451501,2.851571,-74.874731,39.02953,-74.87133,39.032499,-12.84074647,1.123782663,441.9165797,330.137741,293.7736556,New Jersey,Middle Atlantic
80,-79.811505,33.641947,5707.274535,1973230.686,557,9.86706,20.279829,10.412769,17.270607,0.999738,-80.419151,33.635341,-80.411309,33.642143,-8.222967287,1.041799038,1048.379225,756.3478928,726.0017196,South Carolina,South Atlantic
81,-85.622575,31.079778,2485.697879,384783.7371,38,74.200989,84.612778,10.411789,81.898306,1.838063,-75.667876,37.636588,-75.663275,37.639901,-10.11382341,1.099767958,547.5793731,405.1421848,368.3887877,Alabama,East South Central
82,-83.557692,32.316011,3579.94972,800823.4265,213,100.754372,111.16008,10.405708,103.830704,2.116743,-80.681998,33.568731,-80.678065,33.572577,-9.002396756,1.17361058,561.8414917,427.6556892,364.3931782,Georgia,South Atlantic
83,-83.422079,32.126618,2712.862603,456422.5106,556,72.071327,82.471771,10.400444,76.418403,2.62445,-80.49898,33.490588,-80.491156,33.498259,-9.202018526,1.175626424,1119.797017,852.9762822,725.5504508,Georgia,South Atlantic
84,-84.653278,31.501843,2298.75078,329832.9788,38,68.821716,79.189751,10.368034,71.20384,2.108785,-84.411923,31.154668,-84.403657,31.163075,-5.664634129,1.18846565,1221.688863,934.8157466,786.5736349,Georgia,South Atlantic
85,-84.495102,31.686028,2219.945095,307681.0198,38,89.038063,99.402229,10.364166,91.881426,2.256415,-84.256577,31.297707,-84.251102,31.302138,-4.63505737,1.055805887,716.4871429,520.2005452,492.7047212,Georgia,South Atlantic
86,-81.607375,32.759927,1602.384948,160366.9784,213,35.860218,46.219547,10.359329,37.044068,1.965711,-81.35716,32.916277,-81.353335,32.91961,-7.464549833,1.038008747,514.6143573,370.612691,357.0419731,Georgia,South Atlantic
87,-81.341304,33.302373,2773.673452,464076.8889,38,73.542732,83.882011,10.339279,75.996893,1.777889,-81.282993,32.712906,-81.274937,32.721347,-9.032678529,1.245310292,1203.736,938.5963749,753.7048245,South Carolina,South Atlantic
88,-81.298171,32.987135,3340.885594,697331.7453,556,44.015453,54.354473,10.33902,48.026088,1.598789,-78.693812,34.570514,-78.685811,34.577994,-10.39607062,1.135354376,1108.338188,831.7380502,732.5801244,South Carolina,South Atlantic
89,-81.126042,33.500633,1921.75729,230695.5876,556,77.725052,88.054893,10.329842,80.871141,1.589853,-81.291339,33.236784,-81.281442,33.248119,-9.850341167,1.369296148,1560.688115,1260.394494,920.4688818,South Carolina,South Atlantic
90,-81.337392,32.792405,2942.862709,540664.4687,254,30.005796,40.332474,10.326677,32.573078,1.994595,-81.382032,32.942777,-81.371384,32.953162,-8.325993815,1.162159369,1523.370813,1154.759312,993.6324942,South Carolina,South Atlantic
91,-83.485474,31.7283,1849.130108,213220.1241,38,91.873878,102.193237,10.319359,95.211156,2.126003,-77.699848,35.112245,-77.695266,35.115674,-9.064243817,1.093088041,564.8707118,416.7806972,381.2874,Georgia,South Atlantic
92,-84.431993,31.305623,4473.499352,1201009.87,574,44.988422,55.304523,10.316101,47.771271,2.357742,-75.770518,37.509659,-75.768518,37.511269,-11.19873266,1.014811554,251.3357762,179.0238338,176.4109141,Georgia,South Atlantic
93,-81.502192,32.599492,5434.985476,1807494.616,556,33.744377,44.036732,10.292355,39.823532,2.474275,-81.237366,32.879737,-81.232798,32.882994,-6.203321009,1.177851041,559.5702276,426.5727408,362.1618744,Georgia,South Atlantic
94,-77.929221,35.476092,2676.9744,443864.4177,556,31.805141,42.09343,10.288288,37.746421,1.788603,-77.525343,36.142609,-77.517462,36.152908,-15.77781364,1.618242133,1346.187004,1145.196548,707.6793548,North Carolina,South Atlantic
95,-81.553928,33.224112,2548.692201,405987.4991,581,75.434242,85.712883,10.278641,79.140992,1.876912,-81.049649,33.29428,-81.033877,33.31385,-10.94686908,1.48446304,2623.689353,2176.084715,1465.906969,South Carolina,South Atlantic
96,-84.435032,31.16263,2258.661684,315150.9634,13,38.684853,48.959503,10.274651,43.503599,2.244068,-84.775162,30.966053,-84.769918,30.969826,-3.752605736,1.191779682,652.6867945,499.9974116,419.5384594,Georgia,South Atlantic
97,-81.194125,33.401782,1837.312433,210826.3931,256,59.787369,70.053246,10.265877,63.877323,2.271635,-81.435344,33.215439,-81.429406,33.219914,-6.409041823,1.110129655,743.458455,552.397513,497.5972945,South Carolina,South Atlantic
98,-81.328178,33.117155,6365.462122,2470062.066,556,70.497276,80.759277,10.262001,75.117119,2.16495,-81.394106,33.304328,-81.389814,33.308944,-9.148258436,1.286830788,650.0302963,513.2757813,398.8681231,South Carolina,South Atlantic
99,-79.071701,34.924615,8329.540653,4331805.697,556,56.754742,67.010788,10.256046,61.580419,1.613472,-84.629763,31.458137,-84.625349,31.462518,-5.311712664,1.163538737,642.3325205,487.1449757,418.6753394,North Carolina,South Atlantic
100,-80.07368,33.749851,2712.212576,458935.351,11,24.180677,34.423347,10.24267,28.978569,1.700008,-80.914989,33.299972,-80.910336,33.303701,-7.216943571,1.042910424,599.104557,432.4385069,414.6458766,South Carolina,South Atlantic
101,-81.004663,33.16393,1461.567538,75973.99397,103,32.774612,43.010895,10.236282,40.467352,2.022738,-81.026443,33.289095,-81.016627,33.301854,-11.47518902,1.554968556,1686.755416,1418.73607,912.3889129,South Carolina,South Atlantic
102,-80.981841,33.156325,1457.566629,96929.22039,557,33.323437,43.558216,10.234779,41.192667,1.837103,-81.151557,33.332383,-81.147922,33.335618,-7.799427522,1.065184904,493.3903409,359.7155817,337.7024782,South Carolina,South Atlantic
103,-78.693772,33.841748,4705.337556,1383685.229,399,5.13821,15.363642,10.225431,7.920561,1.702331,-80.541486,33.547921,-80.537268,33.551896,-8.808696164,1.130744827,590.045663,441.9998354,390.8926443,South Carolina,South Atlantic
104,-82.096673,32.908857,4285.038029,1136596.078,556,76.825493,87.041321,10.215828,79.314449,1.85516,-78.54189,34.865914,-78.535626,34.870722,-8.676446433,1.068960605,782.5660246,571.4932812,534.6252037,Georgia,South Atlantic
105,-81.507783,33.338038,3076.592485,584953.1152,38,95.3694,105.570358,10.200958,98.456968,1.911564,-81.160523,33.217123,-81.151492,33.225471,-8.093941328,1.104913825,1251.95229,928.2552462,840.115514,South Carolina,South Atlantic
106,-80.496374,33.501807,1883.319623,211867.0697,256,37.030247,47.222626,10.192379,39.308523,2.060674,-80.873167,33.931972,-80.86466,33.937197,-5.570537335,1.350864267,976.4705422,784.8433458,580.9934908,South Carolina,South Atlantic
107,-81.339933,32.780526,4691.250174,1360597.139,241,26.539267,36.71701,10.177744,28.982255,2.397667,-81.559384,32.979849,-81.555209,32.984388,-9.072639243,1.296024296,637.4839102,504.7137686,389.4323356,South Carolina,South Atlantic
108,-77.406023,36.711898,1171.3476,82236.21278,38,22.531036,32.70615,10.175114,27.141992,2.27727,-76.357888,35.483385,-76.33047,35.493062,-4.769708172,2.307123629,2705.571974,2482.541864,1076.033305,Virginia,South Atlantic
109,-83.557304,32.316237,3675.742712,844124.489,556,102.08844,112.257385,10.168945,107.120619,2.582075,-80.70185,33.54959,-80.698585,33.552708,-8.775984506,1.145870017,460.1631602,346.7057748,302.5698985,Georgia,South Atlantic
110,-84.464848,31.144009,3935.380514,943046.7963,38,36.808624,46.973431,10.164806,41.479654,2.552657,-84.711303,30.946264,-84.704668,30.952761,-5.164110813,1.141725942,960.3449668,722.4334408,632.7555627,Georgia,South Atlantic
111,-83.745412,32.613087,1324.728306,107687.4482,581,133.791107,143.952103,10.160995,138.393147,2.917932,-80.67489,33.547346,-80.672528,33.551275,-15.09101028,1.995874849,488.6519776,436.8848663,218.8939184,Georgia,South Atlantic
112,-81.616116,32.585483,2350.498885,337923.6301,38,50.792717,60.943951,10.151234,54.21169,2.611117,-81.308986,32.84991,-81.294182,32.863245,-7.765229793,1.072224808,2027.507441,1482.784348,1382.904346,Georgia,South Atlantic
113,-81.2933,33.070836,2757.532545,474813.0795,556,61.771786,71.911293,10.139507,64.335429,1.747804,-81.128014,33.244472,-81.124027,33.248369,-8.577719186,1.168696651,570.2998588,433.3266326,370.7776798,South Carolina,South Atlantic
114,-78.271432,34.636273,3533.967768,744711.2775,556,17.366844,27.505167,10.138323,22.584435,1.311236,-79.527082,34.591573,-79.520228,34.596794,-7.89003957,1.080702746,854.7769136,627.4005898,580.5487144,North Carolina,South Atlantic
115,-85.682517,31.130185,3298.058515,678520.0683,556,71.650154,81.777306,10.127151,74.216148,2.029674,-75.751206,37.65133,-75.747543,37.657945,-23.97926491,2.280913713,803.1350689,735.5544373,322.4823601,Alabama,East South Central
116,-81.360864,32.918459,2796.907023,487207.0562,254,46.422878,56.540146,10.117268,47.95591,1.610219,-78.584355,35.213862,-78.57961,35.217567,-8.791101344,1.046340274,596.2689394,431.0683394,411.977203,South Carolina,South Atlantic
117,-83.248645,32.417166,1887.150495,222563.3977,556,100.601212,110.71489,10.113678,104.419358,1.458546,-80.672437,33.547979,-80.668335,33.551713,-8.397874475,1.092227232,562.9338891,415.2018565,380.1423771,Georgia,South Atlantic
118,-80.821835,33.857782,3783.583781,873764.7236,11,41.100033,51.212326,10.112293,48.335516,1.235175,-80.767728,33.29172,-80.756826,33.304987,-11.06225075,1.455858413,1789.666553,1475.223092,1013.301211,South Carolina,South Atlantic
