id,x_centroid(lon),y_centroid(lat),perimeter(m),area(m_sq),majority_landuse,min_elev(m),max_elev(m),range_elev(m),mean_elev(m),std_elev(m),xmin(lon),ymin(lat),xmax(lon),ymax(lat),bearing(deg),length_to_width_ratio,diagonal(m),lengths(m),widths(m),STATE_NAME,SUB_REGION
5663,-75.668919,39.023875,1821.909,206770.3657,556,16.062002,18.911991,2.849989,17.594974,0.378897,-75.641331,39.157354,-75.639565,39.158756,-11.14357316,1.023819281,217.9186477,155.8952933,152.2683702,Delaware,South Atlantic
5664,-81.000836,33.26118,2597.556474,313965.2727,556,44.399738,47.248989,2.849251,45.521928,0.672221,-81.867657,32.713818,-81.863644,32.717556,-7.511073644,1.10707672,560.1029556,415.6466406,375.4452,South Carolina,South Atlantic
5665,-75.261995,38.449922,1743.729529,190003.3586,246,11.326955,14.176044,2.849089,12.256958,0.273181,-75.75614,38.880162,-75.752884,38.883329,-13.46737804,1.24947357,451.0478232,352.1543334,281.8421628,Maryland,South Atlantic
5666,-84.440853,31.321717,2987.190055,555772.0223,38,49.294224,52.142693,2.848469,51.206177,0.931792,-75.960576,37.136448,-75.957971,37.138434,-10.48415156,1.045672794,319.5145259,230.9191797,220.8331144,Georgia,South Atlantic
5667,-75.742232,39.133687,873.032197,47516.76733,556,18.190592,21.038795,2.848204,19.908525,0.53353,-75.660006,39.256841,-75.657826,39.258828,-12.72814366,1.177124875,289.9069514,220.9443204,187.6982852,Delaware,South Atlantic
5668,-75.715332,39.27824,1086.537216,73718.78302,556,21.531982,24.380075,2.848093,22.411219,0.459463,-75.795919,38.772072,-75.793129,38.773916,-9.217300898,1.179612081,317.085543,241.8717349,205.0434534,Delaware,South Atlantic
5669,-75.67426,39.190978,2083.582901,271132.1151,556,20.878057,23.72558,2.847523,21.654988,0.52835,-75.534824,38.500163,-75.53235,38.502796,-14.8959167,1.359902493,363.4101191,292.7762416,215.2920838,Delaware,South Atlantic
5670,-75.911735,38.945124,902.042185,50755.02036,556,16.148491,18.995459,2.846968,17.22681,0.493666,-75.788208,39.109065,-75.785656,39.112558,-18.58427832,1.763949216,446.4737207,388.4038805,220.1899448,Maryland,South Atlantic
5671,-75.399624,39.745659,856.178,45339.39369,556,3.004692,5.851425,2.846734,4.193415,0.730645,-75.976039,39.090076,-75.974381,39.091644,-12.91420505,1.21846408,225.5534158,174.3536566,143.0929803,New Jersey,Middle Atlantic
5672,-84.431812,31.427552,1599.542479,159617.3761,13,52.607784,55.454342,2.846558,54.083992,0.85876,-84.314362,31.13396,-84.304925,31.142991,-5.425219277,1.11801601,1347.258653,1004.201382,898.1994655,Georgia,South Atlantic
5673,-75.431264,39.72905,597.2792,22116.66575,133,6.582088,9.428172,2.846084,7.482546,0.437662,-75.950277,39.092464,-75.948481,39.093971,-11.51950981,1.081117221,228.2624586,167.5707513,154.9977635,New Jersey,Middle Atlantic
5674,-79.453389,34.764359,1435.948118,128248.0353,581,65.240173,68.086197,2.846024,66.787784,0.686019,-79.131926,34.908007,-79.127134,34.911874,-8.657155413,1.016235979,613.0478816,436.9721071,429.9907859,North Carolina,South Atlantic
5675,-75.678481,39.330619,1651.852147,170356.4278,556,20.532816,23.378633,2.845818,21.357631,0.479657,-75.609016,38.831342,-75.605345,38.834742,-12.97152844,1.188939664,494.0039318,378.0627527,317.9831275,Delaware,South Atlantic
5676,-75.668266,39.297867,1363.509364,115828.2289,556,15.765753,18.611525,2.845772,16.66382,0.567087,-75.572744,38.816429,-75.571239,38.817637,-11.31473621,1.030160252,187.2011928,134.3234831,130.3908619,Delaware,South Atlantic
5677,-75.818406,39.058312,573.215309,20370.40344,246,18.985655,21.831156,2.845501,19.668316,0.588471,-75.614828,39.081917,-75.612704,39.083472,-10.31421145,1.060286267,252.0062203,183.3321011,172.9081161,Maryland,South Atlantic
5678,-75.410355,39.766011,807.9468,40565.17608,556,1.168755,4.014103,2.845348,2.126811,0.710274,-75.790322,39.091752,-75.788242,39.093483,-11.55195454,1.072247891,263.1933034,192.4784077,179.5092434,New Jersey,Middle Atlantic
5679,-75.666196,39.178255,1285.689669,100991.0258,103,19.165567,22.010742,2.845175,20.191403,0.474195,-75.75506,39.338749,-75.752562,39.340863,-11.76991656,1.094212833,318.4417456,235.0660666,214.8266402,Delaware,South Atlantic
5680,-75.50758,38.867507,952.62612,56407.6618,103,15.697574,18.542622,2.845048,16.502509,0.669208,-79.042847,34.864135,-79.02389,34.877959,-7.906727617,1.125173998,2313.821424,1729.570961,1537.158665,Delaware,South Atlantic
5681,-80.179967,33.296506,2712.021366,457409.8822,38,24.120615,26.96554,2.844925,25.489047,0.35849,-81.088223,33.134801,-81.084625,33.140134,-12.93895136,1.770044906,681.0905932,593.0025463,335.0211874,South Carolina,South Atlantic
5682,-74.874827,39.645718,978.136,59773.53087,216,28.852762,31.697601,2.844839,29.568363,0.591266,-75.357399,39.402842,-75.354483,39.405036,-10.77555645,1.026982384,349.6966949,250.5443289,243.9616617,New Jersey,Middle Atlantic
5683,-79.621303,34.697509,1090.127862,73880.74703,556,63.583405,66.42762,2.844215,65.007817,0.558473,-79.296067,34.80591,-79.291091,34.809808,-8.283945568,1.048164591,627.901227,454.3141749,433.4378196,South Carolina,South Atlantic
5684,-79.77387,33.609477,1996.30119,248609.8327,241,15.837868,18.681694,2.843826,17.190999,0.557605,-80.417115,33.628485,-80.411511,33.633327,-8.191404842,1.037686704,747.7119292,538.4058383,518.8520162,South Carolina,South Atlantic
5685,-75.705021,39.347916,561.582371,19681.42877,103,21.110796,23.954355,2.843559,21.895073,0.690346,-75.616642,38.855324,-75.611943,38.85899,-10.97589166,1.00184074,575.9540989,407.6406065,406.8916247,Delaware,South Atlantic
5686,-75.751872,38.768802,1344.091808,108755.4568,103,11.204816,14.048325,2.843509,12.459002,0.363496,-75.731373,39.132068,-75.727917,39.135086,-12.15426823,1.125785004,448.8569317,335.5862878,298.0909202,Maryland,South Atlantic
5687,-75.850946,39.00161,914.9949,51213.14136,556,16.385542,19.228655,2.843113,17.624233,0.545157,-75.392149,39.01543,-75.390284,39.017117,-12.85794767,1.164202009,247.2855376,187.5858309,161.1282487,Maryland,South Atlantic
5688,-75.74594,38.672405,1115.140748,76348.92185,557,11.119576,13.962674,2.843098,11.944042,0.730341,-75.583531,39.109994,-75.581996,39.111139,-10.52607329,1.040229225,183.7117642,132.4400926,127.3181808,Maryland,South Atlantic
5689,-75.765737,39.099331,1243.3224,92448.9594,103,19.035709,21.878307,2.842598,20.248114,0.64943,-75.837831,39.096201,-75.836374,39.097482,-12.14600161,1.132865848,189.995557,142.4406946,125.7348298,Maryland,South Atlantic
5690,-75.446575,39.714192,1246.49,97105.43011,556,4.641309,7.483874,2.842565,5.65756,0.561105,-75.165267,39.650443,-75.16291,39.651973,-9.441746591,1.186128285,263.9384423,201.7939165,170.1282391,New Jersey,Middle Atlantic
5691,-74.824364,39.914218,1132.832,80205.1882,581,17.493193,20.33548,2.842287,18.473747,0.633799,-74.766565,39.8399,-74.764474,39.8418,-13.43588084,1.183396212,276.5986741,211.2703525,178.5288395,New Jersey,Middle Atlantic
5692,-75.181573,38.637925,650.717109,26288.5953,581,3.43,6.272239,2.842239,4.316785,0.757345,-75.717799,38.893323,-75.716395,38.894327,-10.00979558,1.088402498,165.0079989,121.508942,111.6397125,Delaware,South Atlantic
5693,-75.920309,38.965993,669.086069,27887.36298,246,15.149886,17.991869,2.841983,16.240282,0.469337,-75.505037,38.996495,-75.503766,38.997453,-10.68897708,1.031108152,153.0093188,109.8385104,106.5247231,Maryland,South Atlantic
5694,-75.844627,39.025783,1136.258641,75824.57269,38,17.832039,20.673779,2.84174,18.388028,0.610026,-75.487454,39.047611,-75.485208,39.04953,-12.0917907,1.100158129,288.3583189,213.3830643,193.956722,Maryland,South Atlantic
5695,-80.399567,33.708829,2612.685936,407031.9361,11,50.542145,53.383869,2.841724,51.199243,0.507388,-80.866814,33.201112,-80.86055,33.207031,-8.537281467,1.129273036,879.109936,658.1627724,582.8198775,South Carolina,South Atlantic
5696,-75.599638,39.205686,892.683132,49791.97484,556,14.352621,17.193748,2.841127,15.763369,0.514447,-75.611731,38.703127,-75.609534,38.705234,-13.41162117,1.228907806,302.0529469,234.2877173,190.6471065,Delaware,South Atlantic
5697,-75.512087,39.552206,1118.5136,78151.2662,556,1.205874,4.046961,2.841087,2.607369,0.612368,-75.512952,39.54685,-75.511405,39.5474,-5.08511944,2.168906142,146.0635246,132.6442226,61.15719811,New Jersey,Middle Atlantic
5698,-74.714112,39.968268,655.2608,26833.86724,581,17.472418,20.313433,2.841015,18.599397,0.596849,-74.667202,39.935122,-74.665398,39.936442,-10.95667241,1.047921469,212.6052077,153.8110929,146.7773086,New Jersey,Middle Atlantic
5699,-75.731334,39.017456,1184.215739,86353.47416,556,16.464357,19.30485,2.840492,17.348206,0.472949,-75.643204,39.053769,-75.640886,39.056589,-16.79559561,1.566619167,372.0042374,313.569694,200.1569371,Delaware,South Atlantic
5700,-75.803701,39.301632,682.962,29145.07955,556,17.219999,20.059999,2.84,18.416095,0.516453,-75.172265,39.269659,-75.169309,39.272716,-14.83301731,1.335831223,424.6144344,339.9228971,254.4654528,Maryland,South Atlantic
5701,-78.927852,34.606468,2890.251733,518568.5211,257,40.033375,42.873348,2.839973,41.031065,0.495942,-79.348115,34.504499,-79.340942,34.510649,-9.013333029,1.040408777,948.4964746,683.848797,657.2885694,North Carolina,South Atlantic
5702,-75.81414,39.053841,576.424,19985.99622,556,17.48156,20.321217,2.839657,18.883244,0.501315,-75.810505,39.056226,-75.807514,39.058353,-9.894388913,1.0919583,350.1919191,258.2608143,236.5116088,Maryland,South Atlantic
5703,-74.85021,39.896156,474.1444,13910.79895,103,17.894468,20.734026,2.839558,19.087075,0.764151,-74.764914,39.808854,-74.761891,39.811494,-12.93314688,1.136842158,390.9590232,293.5546019,258.2193139,New Jersey,Middle Atlantic
5704,-81.686893,31.784881,1119.885102,78363.19686,216,25.363125,28.202473,2.839348,26.635207,0.68009,-79.273325,34.476008,-79.269776,34.479104,-9.22757595,1.058220839,473.6488261,344.25949,325.319137,Georgia,South Atlantic
5705,-75.645083,39.169851,662.53879,27392.49936,246,17.380735,20.220045,2.83931,18.54772,0.521929,-75.695979,39.347714,-75.694341,39.349087,-11.70630386,1.08393088,207.7170792,152.6706297,140.8490453,Delaware,South Atlantic
5706,-81.145085,32.871263,2888.274352,521127.3932,241,30.710564,33.549774,2.839211,32.082738,0.688376,-81.133319,31.763912,-81.129731,31.766508,-6.3669382,1.175117595,445.4067796,339.2118252,288.6620255,South Carolina,South Atlantic
5707,-80.645059,33.333082,1820.311622,204455.9997,11,37.135368,39.974396,2.839027,38.506517,0.480945,-80.459634,33.706231,-80.450604,33.714104,-8.231857874,1.048056332,1209.978173,875.4376599,835.2963797,South Carolina,South Atlantic
5708,-80.350104,33.824603,983.730483,59923.1621,557,52.830261,55.667927,2.837666,53.658583,0.559499,-80.66183,33.310917,-80.653419,33.320756,-10.75883984,1.399753313,1344.532581,1094.046885,781.5997821,South Carolina,South Atlantic
5709,-79.070217,34.855509,1346.640749,113325.8706,556,57.129288,59.966389,2.837101,57.818915,0.602759,-80.273489,34.224139,-80.269438,34.227319,-7.55906751,1.053315659,513.5643409,372.4522804,353.5998703,North Carolina,South Atlantic
5710,-74.19029,39.791444,854.9856,45122.12072,582,2.087562,4.924253,2.83669,3.545874,0.579293,-74.928388,39.765369,-74.923871,39.768422,-9.97525486,1.137269455,514.096362,386.078088,339.4781124,New Jersey,Middle Atlantic
5711,-75.806491,39.042063,1400.677897,122565.1517,581,15.683379,18.51976,2.836381,17.262724,0.369514,-75.695985,39.163953,-75.693958,39.165622,-11.50501988,1.061962765,254.9126617,185.5843274,174.7559646,Maryland,South Atlantic
5712,-75.391614,39.036669,1203.812027,75878.01852,403,0.95211,3.78809,2.83598,1.479264,0.536674,-75.612708,39.16894,-75.611347,39.170234,-13.29857905,1.226347783,185.6585802,143.8862439,117.3290692,Delaware,South Atlantic
5713,-79.466573,34.711949,1744.429101,189770.3669,257,57.903915,60.739891,2.835976,59.378519,0.735999,-79.134229,34.834363,-79.130904,34.837186,-9.097849912,1.03437566,436.6084109,313.9032721,303.4712476,North Carolina,South Atlantic
5714,-75.686517,39.105722,1166.561374,85008.17989,557,17.768526,20.604471,2.835945,18.818839,0.321926,-75.667236,39.213022,-75.664821,39.215508,-14.30446146,1.328599009,345.9797936,276.4305916,208.0617175,Delaware,South Atlantic
5715,-84.55706,31.494126,1322.163069,109256.776,26,62.054424,64.889824,2.8354,63.522525,1.009337,-84.394274,31.136834,-84.389927,31.140288,-4.441858414,1.077228925,564.5109542,413.7283837,384.0672805,Georgia,South Atlantic
5716,-75.512645,39.558468,599.252,22409.44989,581,0.678497,3.51389,2.835393,2.094683,0.540728,-75.910113,39.056375,-75.906994,39.058966,-11.43977979,1.06978334,394.37505,288.1060598,269.3125318,New Jersey,Middle Atlantic
5717,-80.747914,33.270777,2240.911819,309227.2264,11,40.924698,43.760021,2.835323,41.834102,0.520306,-81.696961,33.845954,-81.691382,33.851648,-8.390936851,1.228857661,816.2812803,633.1439155,515.2296605,South Carolina,South Atlantic
5718,-75.686873,39.003528,1451.98371,131591.597,246,18.08832,20.922718,2.834398,19.140563,0.479886,-75.450566,39.142704,-75.44886,39.144047,-11.19249955,1.015015264,209.6340332,149.3347929,147.1256621,Delaware,South Atlantic
5719,-75.823392,38.990787,889.820088,49359.72995,556,12.766964,15.601341,2.834377,13.570479,0.532921,-75.797717,39.036957,-75.794886,39.0408,-18.43085003,1.747651835,492.3282648,427.3221048,244.5121484,Maryland,South Atlantic
5720,-75.471169,38.853913,1407.186144,122743.9768,246,13.475348,16.308676,2.833328,14.289954,0.503878,-78.965992,34.874566,-78.962165,34.877681,-8.859759916,1.007927078,491.7849153,349.1179186,346.372199,Delaware,South Atlantic
5721,-75.785834,39.068022,982.5788,60301.09387,556,16.618397,19.451704,2.833307,17.82958,0.549447,-75.812252,39.052111,-75.808606,39.055659,-13.42368201,1.253096455,504.7398332,394.5195967,314.8357776,Maryland,South Atlantic
5722,-75.131008,38.49064,964.915983,55966.2018,557,2.192398,5.025623,2.833225,3.537175,0.390572,-75.655663,38.878302,-75.654523,38.880038,-20.67957202,1.956126178,216.7952307,193.0343952,98.68197529,Delaware,South Atlantic
5723,-81.041766,33.191634,1148.03031,80662.1546,556,45.318184,48.151268,2.833084,46.454608,0.636855,-81.874038,32.445927,-81.869808,32.449609,-7.018849118,1.031462362,570.239023,409.4197188,396.9313219,South Carolina,South Atlantic
5724,-74.193483,39.893989,1513.4764,129132.2758,579,8.95084,11.783426,2.832586,9.582972,0.79465,-74.761549,39.824099,-74.760281,39.82508,-11.50029367,1.007350362,153.703234,109.0822272,108.2862839,New Jersey,Middle Atlantic
5725,-75.697775,38.415699,1027.252914,65849.8261,556,9.814052,12.646287,2.832235,11.192436,0.483084,-75.779029,38.96809,-75.775981,38.970391,-10.51282987,1.029903896,367.2869978,263.5107191,255.8595226,Maryland,South Atlantic
5726,-75.665236,39.171415,1342.280562,112353.8452,216,19.03631,21.867674,2.831364,20.403063,0.500341,-75.745531,39.351655,-75.743128,39.353612,-11.34541891,1.05318953,300.0724457,217.6084775,206.6185348,Delaware,South Atlantic
5727,-75.748597,38.943978,869.713854,47231.53172,557,16.609007,19.440281,2.831274,17.832135,0.689481,-75.562723,38.997771,-75.558906,38.999562,-6.676918046,1.656314674,385.3083205,329.8552538,199.1501126,Maryland,South Atlantic
5728,-75.729645,39.133577,1263.057405,99375.54259,246,17.959616,20.790789,2.831173,19.204685,0.383366,-75.750707,39.267785,-75.74859,39.269354,-10.34417892,1.044597486,252.2908418,182.2455299,174.4648368,Delaware,South Atlantic
5729,-75.503989,39.001748,971.624977,58823.12313,556,9.38,12.211074,2.831074,10.323133,0.759388,-75.74212,39.164563,-75.735595,39.169423,-10.40362156,1.040959361,780.0460376,562.5420803,540.4073408,Delaware,South Atlantic
5730,-80.046488,34.374772,1263.834292,98153.39949,556,62.18148,65.012352,2.830872,63.682381,0.492453,-84.264627,31.491309,-84.261828,31.494036,-5.564057036,1.142552282,402.9645476,303.2285581,265.3957835,South Carolina,South Atlantic
5731,-78.876226,34.81322,1894.173,224240.7489,257,45.003529,47.834175,2.830647,46.353266,0.604774,-79.64784,34.656929,-79.644064,34.660023,-8.380957923,1.003888497,487.4842383,345.374885,344.0370977,North Carolina,South Atlantic
5732,-74.748578,39.777041,1798.8848,202029.5905,246,19.398527,22.229118,2.830591,20.359975,0.413031,-74.295005,39.643531,-74.292231,39.645262,-9.593592927,1.234003383,305.7152328,237.5190063,192.4784077,New Jersey,Middle Atlantic
5733,-75.796215,39.310454,564.93,19903.41078,246,17.32,20.15,2.83,18.362027,0.579113,-75.179686,39.275893,-75.174259,39.278621,-7.33257239,1.539984135,556.9782878,467.1384168,303.3397593,Maryland,South Atlantic
5734,-76.03738,38.909735,1944.9206,235816.9433,556,15.83,18.66,2.83,17.692066,0.605881,-75.822171,38.988457,-75.819175,38.991028,-11.87715441,1.104045137,385.7154685,285.8821513,258.9406373,Maryland,South Atlantic
5735,-79.60119,34.490427,6484.627184,2603231.413,38,37.557564,40.387413,2.829849,38.996442,0.725072,-79.64571,34.755578,-79.642293,34.758784,-9.577216902,1.141990858,473.8456791,356.4909306,312.1661859,South Carolina,South Atlantic
5736,-80.450212,33.703039,2818.720749,495622.974,556,52.784367,55.612877,2.82851,53.965037,0.485924,-80.919206,33.16321,-80.893111,33.180359,-5.939385708,1.273808096,3087.89446,2429.001472,1906.881797,South Carolina,South Atlantic
5737,-80.4499,33.675846,1338.649151,111996.9835,257,50.928917,53.756397,2.82748,51.958001,0.875663,-80.805112,33.226489,-80.799255,33.232163,-8.806593942,1.158090274,833.57107,630.9200132,544.7934651,South Carolina,South Atlantic
5738,-74.721722,39.821907,1236.5632,94393.83435,556,28.000418,30.827463,2.827045,28.960217,0.608445,-74.733692,39.763485,-74.731733,39.76494,-11.07176023,1.034959704,232.8361736,167.4446873,161.7886056,New Jersey,Middle Atlantic
5739,-75.615604,39.206942,904.464758,50729.4801,556,16.152641,18.979412,2.826771,17.085731,0.586757,-75.376501,38.720049,-75.367971,38.72701,-11.65309683,1.045948292,1070.84211,774.0278852,740.0250007,Delaware,South Atlantic
5740,-75.651558,39.204622,1020.552283,65062.41759,556,18.522066,21.348135,2.826069,19.586738,0.591502,-75.212785,38.69251,-75.209645,38.695666,-14.39687482,1.28773851,444.3142726,350.9311894,272.5174301,Delaware,South Atlantic
5741,-75.470893,39.050177,885.233591,47833.80862,556,8.823631,11.649639,2.826008,9.853539,0.69936,-75.672029,39.193306,-75.669818,39.195251,-12.28838061,1.135060207,288.2341166,216.2741316,190.5397883,Delaware,South Atlantic
5742,-75.573517,39.064285,1021.003423,64857.25545,556,16.32243,19.147314,2.824884,17.532128,0.66046,-75.721127,39.1947,-75.71752,39.198279,-13.76034429,1.280301349,504.9682639,397.9666403,310.8382574,Delaware,South Atlantic
5743,-75.82267,38.99675,514.591289,16342.14762,556,11.375364,14.200063,2.824698,13.512746,0.376039,-75.644662,39.144312,-75.641002,39.148252,-14.95363732,1.388035661,539.9596286,438.1080093,315.6316668,Maryland,South Atlantic
5744,-75.850044,38.976003,1044.635665,68178.4216,216,14.659279,17.483744,2.824465,15.57256,0.576507,-75.82351,39.004707,-75.820549,39.00722,-11.74900555,1.092145209,378.8708638,279.4328534,255.8568688,Maryland,South Atlantic
5745,-77.246123,35.312427,3924.7908,962343.6653,241,6.283004,9.107023,2.824019,7.331993,0.48294,-77.477066,35.806572,-77.469823,35.811782,-8.87275612,1.127456669,873.0486527,653.1644716,579.3255647,North Carolina,South Atlantic
5746,-75.840473,38.595394,899.196099,50233.08277,556,9.914713,12.738208,2.823495,11.037443,0.50745,-75.815596,39.042267,-75.812087,39.045084,-11.1361434,1.033619064,435.8339559,313.236106,303.0479187,Maryland,South Atlantic
5747,-78.876317,34.813486,2090.787575,273187.1276,568,45.0107,47.834175,2.823475,46.528812,0.572086,-79.537445,34.616011,-79.533113,34.619795,-9.018885671,1.06138913,578.0884516,420.7616053,396.4253951,North Carolina,South Atlantic
5748,-75.469596,39.516462,794.5404,39273.96872,450,-0.138727,2.684715,2.823443,1.123791,0.477908,-74.922,38.992283,-74.920021,38.994246,-14.47663207,1.276217059,277.3009876,218.2756368,171.0333169,New Jersey,Middle Atlantic
5749,-75.76888,39.003084,1345.740148,112498.6476,556,14.426173,17.249464,2.823291,15.595451,0.621586,-75.695762,39.062534,-75.69309,39.064173,-8.622815565,1.265831351,293.996326,230.6958349,182.2484762,Maryland,South Atlantic
5750,-75.195769,38.722678,623.23455,23808.77531,79,5.343178,8.166325,2.823146,6.413835,0.675017,-75.639085,38.925419,-75.637194,38.927782,-17.22910244,1.606247464,309.5120921,262.7536198,163.5822783,Delaware,South Atlantic
5751,-75.801282,39.074738,1101.2328,73865.63859,556,17.627459,20.450594,2.823135,18.690647,0.523655,-75.490079,39.562184,-75.488781,39.563236,-11.48432035,1.051293398,161.444653,116.977046,111.2696477,Maryland,South Atlantic
5752,-79.46164,34.535261,1150.200779,82676.48995,556,45.573677,48.39669,2.823013,46.720064,0.838424,-79.513966,34.79349,-79.510862,34.795987,-8.333523357,1.020844388,396.772101,283.4412484,277.6537264,South Carolina,South Atlantic
5753,-75.628443,39.189494,880.366396,48343.45626,216,16.907667,19.730543,2.822876,17.682851,0.684069,-75.750979,38.583459,-75.748522,38.585584,-12.02438459,1.10640305,318.4986007,236.289227,213.5652347,Delaware,South Atlantic
5754,-75.465342,39.527468,835.7108,41520.47211,557,0.89408,3.716631,2.822551,1.925897,0.69795,-74.906857,38.998105,-74.905001,38.999538,-11.37384533,1.006574711,226.084931,160.3899593,159.3423295,New Jersey,Middle Atlantic
5755,-84.623636,31.463878,2435.320124,370369.2069,263,65.222282,68.043671,2.821388,65.882313,0.655598,-84.473012,31.114884,-84.465994,31.122953,-6.327475466,1.342966498,1118.633386,897.2318645,668.0969822,Georgia,South Atlantic
5756,-80.75981,33.270797,6876.167239,2953063.286,241,40.938694,43.760021,2.821327,41.947469,0.458724,-81.780322,33.768544,-81.775189,33.773234,-7.448025028,1.099130217,705.0361661,521.5042022,474.4698984,South Carolina,South Atlantic
5757,-75.731483,39.116413,789.163906,38809.3204,246,17.146431,19.967466,2.821035,18.166743,0.421539,-75.664528,39.228136,-75.662329,39.230152,-12.79608505,1.183501259,293.4748517,224.1689764,189.4116924,Delaware,South Atlantic
5758,-75.80141,38.922504,693.412546,29575.59292,556,13.001225,15.82219,2.820966,14.416491,0.590833,-75.768839,39.099324,-75.767261,39.100621,-11.42902862,1.059110016,198.3468858,144.2198105,136.1707549,Maryland,South Atlantic
5759,-75.623234,39.341697,886.909026,40736.74136,246,14.019767,16.840326,2.82056,15.125629,0.352837,-75.492478,38.837604,-75.490636,38.838961,-10.46181474,1.057319516,219.5927044,159.5405549,150.8915256,Delaware,South Atlantic
5760,-75.723976,38.836024,1350.018338,113749.8174,556,14.940069,17.760571,2.820501,16.362557,0.564571,-75.74356,38.989041,-75.741509,38.990732,-11.4833375,1.060737932,258.4129962,188.030616,177.2639691,Delaware,South Atlantic
5761,-75.080579,39.671403,843.946,44454.8199,216,35.365734,38.185791,2.820057,36.061959,0.557034,-75.196084,39.64297,-75.189203,39.649568,-13.778503,1.245232079,940.9364427,733.6641291,589.1786289,New Jersey,Middle Atlantic
5762,-75.973725,38.848078,473.5876,14016.74599,556,16.469999,19.290001,2.820002,17.969758,0.59214,-75.861703,38.977563,-75.857704,38.980663,-10.72925945,1.00283612,488.1718765,345.6818984,344.7042756,Maryland,South Atlantic
5763,-75.982302,38.848275,1204.2417,89750.97328,556,17.01,19.83,2.82,18.631055,0.445701,-75.896244,38.990844,-75.89481,38.991915,-10.3196737,1.0406829,171.8777193,123.9346931,119.0897757,Maryland,South Atlantic
5764,-82.268075,33.09445,1258.794557,96595.06104,38,117.349579,120.169174,2.819595,118.365621,0.948604,-81.253202,32.791414,-81.250528,32.79416,-8.87982171,1.221588894,394.5991213,305.3412742,249.9541996,Georgia,South Atlantic
5765,-75.942119,38.729619,779.71377,37949.8768,246,15.040313,17.858883,2.81857,16.551403,0.632455,-75.448114,39.10953,-75.446059,39.111135,-11.10860007,1.006547397,251.5706997,178.4678564,177.3069573,Maryland,South Atlantic
5766,-75.1926,39.615707,768.2552,36454.48105,556,35.347229,38.165623,2.818394,36.936273,0.699179,-75.782284,39.068536,-75.77668,39.074976,-15.77364393,1.480152076,864.1945012,716.0953294,483.7984833,New Jersey,Middle Atlantic
5767,-79.471264,33.333239,2443.374041,372820.2008,399,14.220014,17.037741,2.817727,15.437647,0.4407,-80.325954,33.583919,-80.319132,33.590069,-8.621840392,1.082127672,931.1173021,683.848797,631.9483504,South Carolina,South Atlantic
5768,-75.623201,39.205573,1362.166693,95286.06558,556,14.935369,17.75271,2.817342,15.891458,0.648267,-75.65328,38.711402,-75.650523,38.713245,-9.410781219,1.167283452,314.9906533,239.2140369,204.9322608,Delaware,South Atlantic
5769,-81.102501,31.825878,2329.377379,329706.8594,19,1.156382,3.973379,2.816997,3.199263,0.296569,-79.217839,34.471015,-79.210689,34.476326,-7.91812326,1.109875761,882.2336959,655.4440779,590.5562594,Georgia,South Atlantic
5770,-75.718678,37.690683,1452.149348,131718.6881,581,11.531194,14.348156,2.816962,13.067542,0.35724,-75.817543,39.153479,-75.814814,39.155763,-11.59506396,1.079281197,346.2237751,253.969205,235.3132861,Virginia,South Atlantic
5771,-75.910864,38.900162,1104.80827,74866.17131,556,11.063948,13.880358,2.81641,12.347571,0.608208,-75.810337,39.075886,-75.807226,39.078078,-9.805403881,1.101781937,362.6628853,268.5475289,243.7392735,Maryland,South Atlantic
5772,-79.617558,34.698201,1458.876552,132900.632,556,63.3022,66.118073,2.815872,64.82961,0.485891,-79.299757,34.856226,-79.285309,34.867944,-8.577041566,1.011765348,1853.499913,1318.312188,1302.982149,South Carolina,South Atlantic
5773,-75.696958,39.260768,1169.103782,85077.32194,556,19.423882,22.239096,2.815214,20.773389,0.509102,-75.606095,38.76922,-75.604017,38.771217,-13.44323816,1.232591564,285.9432209,222.0562596,180.1539666,Delaware,South Atlantic
5774,-81.271213,33.271593,1922.538851,224292.7664,103,72.695862,75.51091,2.815048,73.996628,0.652233,-81.622313,32.798222,-81.618604,32.8021,-8.666658046,1.243856141,553.284566,431.2139208,346.675075,South Carolina,South Atlantic
5775,-75.708841,39.175798,549.995403,18873.6317,581,19.381676,22.196688,2.815012,20.581064,0.539429,-75.659513,39.314365,-75.656923,39.316425,-11.15097908,1.028028834,319.5540883,229.0615426,222.8162625,Delaware,South Atlantic
5776,-80.814783,33.328178,4423.325291,1186167.273,38,45.566341,48.380459,2.814117,46.754264,0.690965,-81.390845,33.199492,-81.385563,33.204804,-8.567689139,1.201860323,768.3796442,590.6674511,491.4609789,South Carolina,South Atlantic
5777,-75.426402,39.033858,734.395401,33705.9641,557,2.712446,5.524912,2.812466,3.731357,0.615993,-75.626168,39.16795,-75.6239,39.16968,-10.72856145,1.016402162,274.2867734,195.5224523,192.3672141,Delaware,South Atlantic
5778,-75.657305,39.296172,773.0907,37194.32315,556,13.601522,16.413561,2.812038,14.738781,0.748941,-75.573708,38.805146,-75.568932,38.807922,-8.245602555,1.340723848,516.2822283,413.8507631,308.6771103,Delaware,South Atlantic
5779,-74.46029,39.893116,883.154,48506.79375,246,40.688,43.49984,2.81184,41.624953,0.72614,-74.455387,39.793277,-74.453135,39.794938,-11.18777577,1.041748183,266.7041648,192.4054325,184.6947618,New Jersey,Middle Atlantic
