dist_to_water(m),car_bay_x_centroid(lon),car_bay_y_centroid(lat),perim_bay,xmin_bay(lon),ymin_bay(lat),xmax_bay(lon),ymax_bay(lat),area_water_body(km_sq),FType,FCode,area_bay(m_sq),perim_water(m)
4687.161094,-74.584448,40.060903,545.563075,-74.585562,40.059844,-74.583885,40.061435,0.037,390,39004,12575.51875,0.01286
5111.023799,-74.479615,40.037305,673.318658,-74.481088,40.036069,-74.478871,40.037927,0.055,390,39004,19400.32076,0.023023
5679.95237,-74.48591,40.044875,785.53519,-74.487367,40.043251,-74.485172,40.045692,0.055,390,39004,25263.32423,0.023023
1293.69157,-74.906217,40.064557,541.941017,-74.907464,40.063608,-74.905593,40.065032,0.001,390,39004,12597.28115,0.001412
1434.187083,-74.907488,40.065542,555.692985,-74.908843,40.064629,-74.90681,40.065999,0.001,390,39004,13163.25755,0.001412
900.375414,-74.911944,40.06107,1245.130315,-74.914744,40.05884,-74.910543,40.062186,0.003,390,39004,66470.49909,0.002079
1312.476741,-74.908382,40.06383,458.627379,-74.909555,40.063122,-74.907796,40.064185,0.001,390,39004,8839.104949,0.001412
5705.231688,-74.708385,40.063947,607.858088,-74.709748,40.062855,-74.707701,40.064496,0.001,390,39004,15840.28211,0.001431
5714.477766,-74.708352,40.063927,562.72895,-74.709643,40.062939,-74.707703,40.064423,0.001,390,39004,13582.42689,0.001431
7351.772261,-74.666989,40.077219,1141.224564,-74.670055,40.075586,-74.66545,40.078043,0,390,39004,53260.56134,0.000522
4671.413682,-74.58425,40.060792,561.9268,-74.585462,40.059747,-74.58364,40.061318,0.037,390,39004,13485.00692,0.01286
7544.058807,-74.480856,40.06206,1339.144364,-74.483599,40.059467,-74.47947,40.063366,0.055,390,39004,75831.27111,0.023023
10294.23668,-74.446325,40.078754,696.720446,-74.448446,40.077995,-74.445259,40.079141,0.004,390,39004,17064.94005,0.004579
9427.350433,-74.459365,40.072683,512.186895,-74.460512,40.071762,-74.458785,40.073147,0.055,390,39004,11246.97178,0.023023
77192.86874,-74.487084,40.72282,443.934877,-74.488112,40.722041,-74.486565,40.723213,0.002,390,39004,8453.022054,0.002152
77313.9316,-74.462284,40.711706,565.803466,-74.463487,40.710635,-74.461675,40.712246,0.037,390,39004,13621.4262,0.01286
76879.08695,-74.463712,40.707539,370.536679,-74.464501,40.706838,-74.463313,40.707892,0.037,390,39004,5843.874835,0.01286
5553.1269,-74.801847,40.090937,475.001917,-74.802862,40.090047,-74.801337,40.091384,0.016,390,39004,9620.508685,0.007948
7515.191998,-74.533132,40.08142,574.828973,-74.534446,40.080406,-74.53247,40.08193,0.037,390,39004,14173.13079,0.01286
7332.617835,-74.531015,40.078954,611.145561,-74.532292,40.077788,-74.53037,40.07954,0.037,390,39004,15865.13077,0.01286
9186.747035,-74.51024,40.088583,383.444515,-74.511053,40.08786,-74.509829,40.088947,0.037,390,39004,6262.673239,0.01286
13771.76938,-74.350326,40.078689,1188.395388,-74.35297,40.07654,-74.348989,40.079775,0.004,390,39004,60524.68369,0.004579
16022.65431,-74.336758,40.095882,574.583099,-74.338097,40.094889,-74.336081,40.096384,0.004,390,39004,14151.70892,0.004579
15930.56438,-74.309882,40.085319,571.705184,-74.311017,40.084187,-74.309305,40.08589,0.001,390,39004,13709.00666,0.001148
15496.69146,-74.324461,40.085662,699.494766,-74.32596,40.084354,-74.323702,40.086322,0.001,390,39004,20881.67339,0.001148
15999.01155,-74.31153,40.086538,573.90145,-74.312672,40.085403,-74.31095,40.08711,0.001,390,39004,13822.6101,0.001148
15800.33091,-74.309023,40.083632,573.836204,-74.310292,40.082589,-74.308381,40.084159,0.001,390,39004,14106.18447,0.001148
15500.4326,-74.304908,40.079742,924.61033,-74.306862,40.077995,-74.303917,40.080625,0.001,390,39004,36402.5722,0.001148
15343.81935,-74.304021,40.077242,489.271489,-74.304984,40.076268,-74.303532,40.077734,0.001,390,39004,10013.44391,0.001148
16487.47065,-74.307706,40.089909,511.792143,-74.308786,40.088941,-74.307158,40.090398,0.001,390,39004,11150.52505,0.001148
5435.915075,-74.803989,40.090716,706.03883,-74.805625,40.089489,-74.803167,40.091331,0.016,390,39004,21376.55579,0.007948
16296.67617,-74.335256,40.098759,1293.926958,-74.338622,40.096809,-74.333559,40.099749,0.004,390,39004,69735.30123,0.004579
16367.25315,-74.333032,40.097391,491.06115,-74.334207,40.096565,-74.332439,40.097808,0.004,390,39004,10309.34394,0.004579
16377.39063,-74.328342,40.095132,815.050746,-74.330156,40.093658,-74.327425,40.095877,0.001,390,39004,28470.18187,0.001148
16535.42673,-74.309692,40.091795,909.188923,-74.311441,40.089957,-74.308804,40.092723,0.001,390,39004,34313.12561,0.001148
13358.73234,-74.484326,40.120559,431.912015,-74.485235,40.119739,-74.483867,40.120972,0.037,390,39004,7933.293453,0.01286
18000.64342,-74.411133,40.144524,429.994482,-74.412032,40.143704,-74.410679,40.144938,0.004,390,39004,7852.249394,0.004579
27077.50123,-74.187625,40.145583,1058.122345,-74.189897,40.143607,-74.186472,40.146583,0.001,390,39004,47796.14167,0.001148
15992.18783,-74.555755,40.163381,370.437756,-74.55655,40.162689,-74.555354,40.163729,0.037,390,39004,5855.791515,0.01286
19032.41982,-74.423321,40.156835,910.673184,-74.425085,40.155,-74.422428,40.157759,0.004,390,39004,34483.87318,0.004579
15988.02039,-74.555675,40.163343,386.705483,-74.556536,40.162644,-74.55524,40.163695,0.037,390,39004,6408.417231,0.01286
17948.65308,-74.56916,40.18176,519.290507,-74.570201,40.180737,-74.568635,40.182275,0.037,390,39004,11328.12677,0.01286
23502.02761,-74.348075,40.180501,579.520203,-74.349333,40.179429,-74.347438,40.181043,0.004,390,39004,14356.22177,0.004579
24200.01898,-74.355307,40.189987,822.8361,-74.357133,40.188494,-74.354383,40.190741,0.004,390,39004,29008.53136,0.004579
20296.41697,-74.722607,40.209723,918.084362,-74.724638,40.208051,-74.721586,40.210563,0.016,390,39004,36094.49534,0.007948
21704.21351,-74.521125,40.213436,1707.139556,-74.525333,40.210661,-74.519007,40.214836,0.037,390,39004,123936.4726,0.01286
27089.36131,-74.358329,40.217871,365.614603,-74.359138,40.217205,-74.35792,40.218207,0.004,390,39004,5725.396426,0.004579
2517.292609,-74.720946,40.034927,613.42729,-74.7224,40.033887,-74.720216,40.03545,0.001,390,39004,16108.6175,0.001431
974.289673,-74.729792,40.019123,599.703855,-74.731227,40.018117,-74.729072,40.019629,0.003,390,39004,15377.26819,0.002147
2512.278015,-74.708335,40.034538,443.693501,-74.709409,40.033803,-74.707796,40.034907,0.001,390,39004,8401.236469,0.001431
2015.935665,-74.674197,40.021538,483.772313,-74.675289,40.020675,-74.673648,40.021971,0.002,390,39004,10036.64124,0.001787
3676.461861,-74.677459,40.038418,440.255437,-74.678336,40.037548,-74.677017,40.038854,0.002,390,39004,8132.548453,0.001787
3741.826089,-74.675686,40.038616,452.967032,-74.676727,40.037823,-74.675162,40.039015,0.002,390,39004,8800.307811,0.001787
26898.50689,-74.65979,40.256798,566.992503,-74.661176,40.255866,-74.659094,40.257267,0,390,39004,13702.12463,0.000522
25604.78379,-74.651195,40.245448,391.38469,-74.651928,40.244642,-74.650825,40.245852,0,390,39004,6287.625353,0.000522
25997.10876,-74.640562,40.249468,519.593018,-74.641731,40.248536,-74.639973,40.249937,0,390,39004,11575.10127,0.000522
24626.35746,-74.625305,40.237496,361.262931,-74.626092,40.236828,-74.624909,40.237831,0.037,390,39004,5579.513502,0.01286
24681.73978,-74.623971,40.238406,477.393764,-74.62505,40.237554,-74.623427,40.238835,0.037,390,39004,9773.304944,0.01286
25538.80576,-74.512092,40.245721,495.962776,-74.513098,40.244752,-74.511584,40.246209,0.037,390,39004,10367.63365,0.01286
24542.05009,-74.508663,40.235682,349.994072,-74.509445,40.23505,-74.508268,40.236001,0.037,390,39004,5249.9748,0.01286
26724.34317,-74.658757,40.255091,418.485971,-74.659703,40.254344,-74.658281,40.255467,0,390,39004,7510.02673,0.000522
27476.38332,-74.599295,40.266333,436.817247,-74.600311,40.265575,-74.598783,40.266715,0.037,390,39004,8181.691079,0.01286
30965.90457,-74.393057,40.263849,1021.518666,-74.395719,40.262307,-74.391716,40.26463,0.037,390,39004,43487.61605,0.01286
32548.15057,-74.305411,40.254871,467.019093,-74.306544,40.254097,-74.304839,40.255263,0.004,390,39004,9305.998365,0.004579
43186.90864,-74.01972,40.263293,1203.399964,-74.022344,40.261073,-74.018384,40.26442,0.075,436,43600,61945.38498,0.010915
43898.91463,-74.008615,40.265818,534.405147,-74.009876,40.264904,-74.007974,40.266283,0.075,436,43600,12230.18954,0.010915
30781.23005,-74.616237,40.295273,658.141688,-74.617765,40.294127,-74.615469,40.295849,0.037,390,39004,18574.98163,0.01286
30775.24381,-74.616339,40.295264,677.885769,-74.617886,40.294064,-74.615561,40.295868,0.037,390,39004,19710.07636,0.01286
29913.53877,-74.583866,40.289055,406.232039,-74.584789,40.288332,-74.583402,40.289419,0.037,390,39004,7077.5737,0.01286
5261.569729,-74.418716,40.022414,729.16552,-74.420312,40.021077,-74.417909,40.023088,0.004,390,39004,22755.8851,0.004579
32948.89978,-74.661662,40.312875,341.625154,-74.662494,40.312311,-74.661244,40.313159,0.016,390,39004,4977.977784,0.007948
30764.71631,-74.616299,40.295128,690.969553,-74.61797,40.293978,-74.615458,40.295707,0.037,390,39004,20389.82868,0.01286
29889.23353,-74.582003,40.289042,495.890607,-74.583138,40.288167,-74.581432,40.289483,0.037,390,39004,10547.74109,0.01286
36374.96657,-74.37377,40.311181,706.74439,-74.375384,40.30993,-74.372955,40.311814,0.037,390,39004,21424.32195,0.01286
40774.4951,-74.194243,40.292271,416.586426,-74.195215,40.29155,-74.193751,40.292637,0.004,390,39004,7439.460134,0.004579
42906.19509,-74.148516,40.295288,736.187808,-74.150189,40.293979,-74.147668,40.295952,0.001,390,39004,23245.71759,0.001148
43004.64329,-74.141946,40.29345,649.448297,-74.143428,40.2923,-74.141195,40.294033,0.001,390,39004,18091.5356,0.001148
43711.33611,-74.126926,40.295421,1240.807557,-74.129304,40.292902,-74.125713,40.296694,0.001,390,39004,63793.09382,0.001148
42665.58607,-74.149558,40.293249,723.448136,-74.151191,40.291956,-74.148728,40.293905,0.001,390,39004,22444.80908,0.001148
33173.32584,-74.584079,40.318283,316.078212,-74.584785,40.317711,-74.583723,40.31857,0.037,390,39004,4281.310011,0.01286
33101.38317,-74.585721,40.317585,337.051191,-74.586527,40.317016,-74.585316,40.317872,0.037,390,39004,4860.329496,0.01286
33863.24763,-74.50017,40.321309,1341.112707,-74.503545,40.319182,-74.49847,40.322383,0.037,390,39004,76065.86533,0.01286
16976.26232,-74.093867,40.029533,901.729564,-74.095881,40.027909,-74.092843,40.030356,0.075,436,43600,34860.15169,0.010915
40267.17798,-74.485167,40.376807,453.209372,-74.486066,40.375906,-74.484713,40.37726,0.037,390,39004,8595.798753,0.01286
283.41713,-74.919523,40.058841,991.522371,-74.921559,40.056924,-74.918504,40.059801,0.001,390,39004,41562.84027,0.001482
215.58751,-74.918254,40.056494,521.448926,-74.919557,40.055664,-74.917602,40.05691,0.001,390,39004,11518.13851,0.001482
42863.55839,-74.459322,40.39645,370.154258,-74.460098,40.395743,-74.45893,40.396807,0.037,390,39004,5817.375929,0.01286
4494.408331,-74.740622,40.051263,908.656403,-74.742625,40.049606,-74.739616,40.052095,0.002,390,39004,35352.04904,0.002198
3731.119564,-74.675791,40.038555,465.930252,-74.676864,40.037741,-74.675251,40.038964,0.002,390,39004,9310.794654,0.001787
353.486042,-74.93226,38.944382,546.2568,-74.932987,38.943717,-74.931534,38.945046,0.001,390,39004,18534.49755,0.001989
155.721436,-74.939226,38.945044,597.3076,-74.940161,38.944428,-74.938291,38.94566,0.008,390,39004,22138.07271,0.009086
142.984946,-74.948066,38.962941,707.998,-74.949114,38.962163,-74.947017,38.963718,0.002988,390,39004,31308.05402,0.005971
129.762402,-74.955787,38.959976,475.4756,-74.956554,38.959503,-74.955021,38.960449,0.004,390,39004,13935.27705,0.005267
112.261225,-74.944703,38.961554,450.3128,-74.945353,38.961046,-74.944054,38.962061,0.002,390,39004,12673.84579,0.001975
142.328808,-74.948208,38.960789,633.0268,-74.948905,38.959907,-74.94751,38.961671,0.002988,390,39004,23640.41021,0.005971
79.532195,-74.935163,38.949619,592.942,-74.935978,38.948918,-74.934348,38.950319,0.001,390,39004,21922.45346,0.001301
151.179422,-74.948063,38.962904,648.154,-74.949031,38.962198,-74.947095,38.963609,0.002988,390,39004,26225.8625,0.005971
99.149821,-74.944689,38.961584,505.834,-74.945419,38.961014,-74.943958,38.962153,0.002,390,39004,15991.74359,0.001975
151.053766,-74.933877,38.945639,569.4712,-74.934765,38.945048,-74.93299,38.946229,0.001,390,39004,20139.43634,0.001989
213.469507,-74.946811,38.945712,573.1548,-74.947567,38.94501,-74.946055,38.946413,0.008,390,39004,20379.85683,0.009086
143.897408,-74.948109,38.960748,647.4916,-74.948887,38.959896,-74.947331,38.9616,0.002988,390,39004,25464.93656,0.005971
102.729051,-74.944586,38.961505,495.5928,-74.94532,38.960961,-74.943851,38.962048,0.002,390,39004,15339.91485,0.001975
42.243485,-74.923021,38.976658,681.5536,-74.923916,38.97582,-74.922125,38.977496,0.000445,390,39004,28793.41165,0.000798
0,-74.941305,38.975672,552.3972,-74.94206,38.975016,-74.94055,38.976328,0.002,390,39004,19017.11008,0.001664
160.991426,-74.924737,38.975773,650.5312,-74.92553,38.974925,-74.923944,38.97662,0.000445,390,39004,25804.47082,0.000798
125.358408,-74.948276,38.960775,633.6092,-74.949101,38.959991,-74.947451,38.961559,0.002988,390,39004,24850.72544,0.005971
130.434772,-74.948082,38.962934,796.76,-74.949174,38.96199,-74.94699,38.963877,0.002988,390,39004,39573.9622,0.005971
270.608598,-74.923612,38.978459,585.9144,-74.924497,38.977828,-74.922727,38.979089,0.000445,390,39004,21410.48793,0.000798
65.766058,-74.923098,38.976828,674.5128,-74.924028,38.976034,-74.922168,38.977623,0.000445,390,39004,28377.13385,0.000798
112.076826,-74.92431,38.975752,649.1756,-74.925241,38.975015,-74.92338,38.976489,0.000445,390,39004,26337.85337,0.000798
630.816047,-74.929181,38.979523,814.7608,-74.930189,38.978472,-74.928174,38.980573,0.000445,390,39004,40627.54704,0.000798
0,-74.922045,38.975102,653.838,-74.922889,38.974287,-74.921201,38.975917,0.000445,390,39004,26417.5309,0.000798
392.012608,-74.923959,38.995029,1224.6188,-74.925756,38.99367,-74.922162,38.996387,0.000423,390,39004,93707.33954,0.000926
317.785774,-74.923857,38.990613,1474.0168,-74.926058,38.989007,-74.921656,38.992219,0.000423,390,39004,135640.4574,0.000926
146.008152,-74.933865,38.994535,513.0272,-74.934606,38.993957,-74.933123,38.995113,0.001,390,39004,16449.80467,0.001228
348.639729,-74.926674,38.998924,779.576,-74.927942,38.998155,-74.925407,38.999692,0.000261,390,39004,37384.56729,0.000611
505.699482,-74.925305,38.983696,1578.5176,-74.927417,38.981786,-74.923193,38.985607,0.000209,390,39004,154884.4355,0.00059
448.371998,-74.927621,38.981764,1302.408,-74.929528,38.980317,-74.925713,38.983212,0.000209,390,39004,105995.0845,0.00059
20.376294,-74.923006,38.976544,749.468,-74.924023,38.975648,-74.92199,38.977441,0.000445,390,39004,34975.64261,0.000798
239.845794,-74.931409,38.995113,677.9632,-74.932385,38.994346,-74.930432,38.995879,0.000261,390,39004,28726.93521,0.000611
432.04703,-74.930281,38.981552,712.8752,-74.931123,38.980602,-74.92944,38.982503,0.000209,390,39004,30696.55802,0.00059
138.626226,-74.924585,38.975678,652,-74.925484,38.974909,-74.923686,38.976446,0.000445,390,39004,26513.8961,0.000798
629.12916,-74.929179,38.979387,783.9716,-74.930101,38.978339,-74.928257,38.980435,0.000445,390,39004,37083.57168,0.000798
651.907278,-74.92114,38.993401,846.8028,-74.922211,38.992327,-74.920068,38.994474,0.000423,390,39004,44123.74369,0.000926
0,-74.941299,38.975653,589.4468,-74.942124,38.974968,-74.940474,38.976338,0.002,390,39004,21694.88172,0.001664
262.153308,-74.925449,38.988651,1470.0336,-74.927844,38.987206,-74.923055,38.990097,0.000423,390,39004,132850.02,0.000926
540.457413,-74.924964,38.997151,612.2108,-74.925733,38.996371,-74.924195,38.997931,0.000261,390,39004,23024.37262,0.000611
0,-74.921985,38.975023,650.284,-74.92282,38.974208,-74.92115,38.975837,0.000445,390,39004,26104.15538,0.000798
66.864374,-74.927212,38.992538,1071.4496,-74.928953,38.991481,-74.925471,38.993595,0.000423,390,39004,70626.20561,0.000926
285.733199,-74.94087,38.995679,628.2436,-74.941763,38.994961,-74.939976,38.996398,0.001,390,39004,24662.42997,0.001228
185.343361,-74.941907,38.997185,654.3816,-74.942818,38.996421,-74.940996,38.997949,0.001,390,39004,26728.38008,0.001526
609.392885,-74.924903,38.986462,734.9068,-74.925926,38.985603,-74.923881,38.987321,0.000423,390,39004,33709.33235,0.000926
15.452574,-74.92802,38.991156,961.6652,-74.929548,38.99018,-74.926493,38.992132,0.000423,390,39004,57222.67655,0.000926
486.626156,-74.932132,38.98074,752.5592,-74.933156,38.979843,-74.931108,38.981638,0.000209,390,39004,35277.303,0.00059
241.911206,-74.925757,38.977373,874.2152,-74.92694,38.976326,-74.924574,38.978421,0.000445,390,39004,47575.24621,0.000798
402.716541,-74.923896,38.995,1188.7704,-74.925606,38.993654,-74.922186,38.996346,0.000423,390,39004,88321.8291,0.000926
319.984374,-74.92383,38.990615,1456.288,-74.926033,38.989051,-74.921628,38.99218,0.000423,390,39004,132254.1477,0.000926
531.599534,-74.925091,38.983676,1504.8768,-74.927134,38.981878,-74.923048,38.985475,0.000209,390,39004,141025.8234,0.00059
536.932808,-74.91673,38.983865,636.3388,-74.917647,38.983146,-74.915813,38.984583,0.001,390,39004,25307.83569,0.001748
332.602131,-74.926862,38.998979,781.1756,-74.928128,38.998205,-74.925596,38.999753,0.000261,390,39004,37574.03348,0.000611
803.652671,-74.918044,38.993591,694.3872,-74.919053,38.992812,-74.917036,38.99437,0.001,390,39004,30135.10075,0.001748
438.014422,-74.927736,38.981733,1335.3216,-74.929744,38.980289,-74.925728,38.983176,0.000209,390,39004,111253.4314,0.00059
24.414336,-74.909107,38.989936,2014.1956,-74.912093,38.987724,-74.906121,38.992148,0.001,390,39004,253389.0899,0.001748
1005.172612,-74.905929,38.998822,638.7852,-74.906857,38.998105,-74.905001,38.999538,0.028,390,39004,25502.18386,0.012864
626.403559,-74.929206,38.979408,815.2416,-74.930194,38.978341,-74.928218,38.980475,0.000445,390,39004,40462.03868,0.000798
571.73309,-74.906962,38.993173,817.5328,-74.908158,38.992263,-74.905766,38.994083,0.001,390,39004,41765.94499,0.001748
120.534026,-74.92445,38.975648,699.6356,-74.925423,38.97483,-74.923477,38.976466,0.000445,390,39004,30550.47326,0.000798
57.303974,-74.927204,38.992545,1126.1356,-74.929064,38.991458,-74.925343,38.993632,0.000423,390,39004,77624.78646,0.000926
230.825454,-74.907559,38.990771,1216.2768,-74.909004,38.989156,-74.906113,38.992385,0.001,390,39004,89536.65427,0.001748
30.058736,-74.923125,38.976573,731.8824,-74.92412,38.9757,-74.922129,38.977447,0.000445,390,39004,33364.36596,0.000798
966.82319,-74.904167,38.998333,415.204,-74.904787,38.99788,-74.903547,38.998785,0.028,390,39004,10762.57337,0.012864
669.919759,-74.92101,38.993264,777.7808,-74.922,38.992283,-74.920021,38.994246,0.000423,390,39004,37266.69801,0.000926
0,-74.922087,38.974956,727.578,-74.923048,38.974066,-74.921125,38.975846,0.000445,390,39004,32845.9261,0.000798
269.332041,-74.924929,38.973281,347.12,-74.925417,38.972879,-74.924442,38.973682,0.000445,390,39004,7525.321778,0.000798
751.337019,-74.923053,38.986502,479.808,-74.923702,38.985926,-74.922404,38.987078,0.000423,390,39004,14328.90861,0.000926
437.702083,-74.930192,38.981483,734.548,-74.931041,38.980489,-74.929344,38.982476,0.000209,390,39004,32370.89725,0.00059
0,-74.910358,38.987211,523.3744,-74.911095,38.986606,-74.909622,38.987816,0.001,390,39004,17108.66109,0.001748
56.323271,-74.912955,38.988873,1139.986,-74.914514,38.987519,-74.911395,38.990226,0.001,390,39004,80993.57643,0.001748
559.213032,-74.924786,38.997098,576.4632,-74.925523,38.996373,-74.924049,38.997823,0.000261,390,39004,20492.57404,0.000611
745.297574,-74.92014,38.991772,637.0808,-74.92112,38.9911,-74.91916,38.992443,0.000423,390,39004,25260.51898,0.000926
193.868259,-74.907173,38.990256,1343.1624,-74.908084,38.987938,-74.906262,38.992574,0.001,390,39004,80885.57961,0.001748
590.702697,-74.906851,38.993207,739.404,-74.90791,38.992366,-74.905792,38.994048,0.001,390,39004,34167.24052,0.001748
875.01887,-74.899036,38.988961,774.624,-74.900031,38.987991,-74.89804,38.989931,0.001,390,39004,37042.26924,0.001748
1005.872779,-74.905978,38.998801,661.7692,-74.906938,38.998058,-74.905017,38.999543,0.028,390,39004,27370.54326,0.012864
984.085013,-74.904249,38.998274,371.5508,-74.904782,38.997852,-74.903717,38.998697,0.028,390,39004,8627.496755,0.012864
43.224084,-75.545886,39.414174,447.226,-75.546549,39.413675,-75.545222,39.414672,0.016,390,39004,12497.41843,0.005252
0,-75.420134,39.439202,919.432,-75.421548,39.438217,-75.418721,39.440186,0.011,390,39004,52679.95154,0.006206
464.934353,-75.335405,39.428824,571.2132,-75.3362,39.428148,-75.33461,39.429499,0.001,390,39004,20349.42685,0.001349
83.04955,-75.005467,39.423936,917.7348,-75.006948,39.423016,-75.003987,39.424855,0.021,390,39004,51994.12919,0.005585
454.781639,-75.86402,39.438416,1436.9888,-75.866182,39.436825,-75.861858,39.440007,0.072705,466,46600,128966.6977,0.021473
369.968213,-75.860052,39.435715,668.3964,-75.860925,39.434872,-75.85918,39.436559,0.002,390,39004,27573.7158,0.001988
460.631439,-75.863985,39.438426,1418.5264,-75.866114,39.436851,-75.861856,39.44,0.072705,466,46600,125690.5923,0.021473
365.40096,-75.860127,39.435703,661.196,-75.861023,39.434894,-75.859231,39.436512,0.002,390,39004,27160.66607,0.001988
0,-75.420171,39.439184,851.8956,-75.421334,39.438158,-75.419009,39.440211,0.011,390,39004,45162.93626,0.006206
483.948159,-75.388005,39.453366,731.5516,-75.389173,39.452616,-75.386838,39.454116,0.002,390,39001,33149.27842,0.001557
93.698276,-75.442251,39.469497,478.4968,-75.442912,39.468925,-75.441591,39.470068,1.440133,390,39004,14266.37338,0.551223
315.303539,-75.438869,39.473581,506.7928,-75.439559,39.472968,-75.438179,39.474193,1.440133,390,39004,15977.51793,0.551223
69.794761,-75.433486,39.470741,606.71,-75.434265,39.469971,-75.432708,39.471511,0.001,390,39004,22662.23228,0.001742
522.786436,-75.424964,39.457813,545.3472,-75.425644,39.457106,-75.424283,39.45852,0.001,390,39004,18188.97006,0.002982
99.335954,-75.442045,39.469544,514.044,-75.442805,39.46897,-75.441284,39.470118,1.440133,390,39004,16512.22372,0.551223
128.082623,-75.406052,39.472479,703.2784,-75.407045,39.471657,-75.405059,39.473301,0.003,390,39004,30878.36772,0.004263
241.969935,-75.407915,39.471905,360.9044,-75.408477,39.471524,-75.407353,39.472286,0.003,390,39004,8103.839851,0.004263
519.39695,-75.382145,39.461979,656.8148,-75.383037,39.461184,-75.381254,39.462774,0.20001,390,39004,26828.32989,0.040567
105.511314,-75.419656,39.491939,1348.0272,-75.421479,39.490301,-75.417833,39.493577,0.001,390,39004,112940.9098,0.001057
61.88531,-75.433527,39.470684,610.6784,-75.434271,39.469878,-75.432783,39.47149,0.001,390,39004,22654.13072,0.001742
81.444497,-75.442119,39.469377,489.834,-75.442815,39.468808,-75.441423,39.469947,1.440133,390,39004,14984.92528,0.551223
108.018048,-75.420365,39.488711,594.9596,-75.42119,39.488004,-75.419541,39.489419,0.001,390,39004,22064.96036,0.001282
296.225679,-75.420862,39.490373,523.7888,-75.421632,39.489785,-75.420091,39.490961,0.001,390,39004,17146.26783,0.001057
0,-75.397111,39.492569,539.8408,-75.397952,39.491999,-75.39627,39.493138,0.001,390,39004,18131.15777,0.001037
127.767023,-75.406056,39.47246,735.4696,-75.407114,39.471616,-75.404998,39.473304,0.003,390,39004,33799.81694,0.004263
54.589065,-75.396346,39.491034,647.5848,-75.397334,39.490334,-75.395358,39.491734,0.001,390,39004,26157.03408,0.001037
48.262814,-75.4047,39.490579,689.5956,-75.405591,39.489709,-75.403809,39.491449,0.001,390,39004,29320.2319,0.001106
100.175048,-75.420338,39.488703,655.7092,-75.42126,39.487933,-75.419416,39.489472,0.001,390,39004,26833.47751,0.001282
12.263944,-75.394667,39.491975,720.79,-75.395553,39.491031,-75.393781,39.49292,0.00031,390,39004,31643.89212,0.000769
31.699279,-75.41914,39.49165,1517.994,-75.421264,39.48986,-75.417016,39.493439,0.001,390,39004,143763.0315,0.001057
50.07352,-75.404836,39.480198,652.1656,-75.405663,39.479363,-75.404009,39.481033,0.001,390,39004,26115.75666,0.001184
206.694145,-75.386198,39.493263,960.484,-75.387686,39.492243,-75.384709,39.494282,0.000285,390,39004,57435.12404,0.00064
968.63496,-75.070535,39.489225,575.092,-75.071386,39.488588,-75.069685,39.489863,0.001,390,39004,20665.02635,0.001424
962.545479,-75.070549,39.489218,619.402,-75.071423,39.4885,-75.069674,39.489937,0.001,390,39004,23957.81347,0.001424
182.069186,-75.467086,39.499648,1357.4032,-75.468853,39.497944,-75.46532,39.501353,0.003,390,39004,113751.2301,0.001954
27.228418,-75.443323,39.487555,691.6476,-75.444351,39.486785,-75.442296,39.488324,0.001,390,39004,29889.68703,0.001901
171.642131,-75.434071,39.509671,1859.6448,-75.43655,39.507382,-75.431593,39.511961,0.268883,390,39004,214440.8944,0.245059
299.979535,-75.429294,39.509531,1774.9084,-75.432036,39.507639,-75.426552,39.511424,0.00041,390,39004,196227.9599,0.00075
294.118848,-75.420975,39.490257,523.4456,-75.421757,39.489678,-75.420193,39.490836,0.001,390,39004,17115.67719,0.001282
108.889764,-75.41959,39.491943,1278.0064,-75.42135,39.490415,-75.41783,39.493471,0.001,390,39004,101744.7187,0.001057
356.73906,-75.443394,39.500783,528.3416,-75.444066,39.500108,-75.442722,39.501458,0.268883,390,39004,17149.07319,0.245059
103.991448,-75.420439,39.488667,608.3008,-75.421312,39.487967,-75.419566,39.489367,0.001,390,39004,23119.89474,0.001282
0,-75.396941,39.492398,500.4092,-75.397695,39.49185,-75.396187,39.492946,0.001,390,39004,15634.40496,0.001037
388.613821,-75.411994,39.501969,794.9476,-75.413185,39.501092,-75.410803,39.502845,0.001,390,39004,39469.67716,0.00158
306.234136,-75.394553,39.500511,818.448,-75.395714,39.499558,-75.393392,39.501463,0.001,390,39004,41831.35017,0.001036
46.852433,-75.404742,39.490572,709.376,-75.405685,39.489698,-75.403798,39.491446,0.001,390,39004,31196.15358,0.001106
554.718791,-75.414572,39.508957,989.7968,-75.415962,39.507794,-75.413182,39.51012,0.001,390,39004,61138.27336,0.00158
24.163679,-75.419132,39.491647,1622.2056,-75.421337,39.489684,-75.416927,39.493609,0.001,390,39004,163669.0998,0.001057
7.259344,-75.394653,39.491878,819.582,-75.395643,39.490791,-75.393662,39.492965,0.00031,390,39004,40710.60877,0.000769
0,-75.415466,39.496322,1016.146,-75.416871,39.495111,-75.414061,39.497533,0.001,390,39004,64346.68616,0.001197
58.121125,-75.393343,39.494416,711.3064,-75.394325,39.493567,-75.392361,39.495264,0.00031,390,39004,31525.60391,0.000769
0,-75.403186,39.489139,548.8028,-75.404003,39.48853,-75.40237,39.489748,0.001,390,39004,18817.38342,0.001106
199.483006,-75.386259,39.493256,971.346,-75.387687,39.492166,-75.38483,39.494347,0.000285,390,39004,58966.35411,0.00064
