water_area(km_sq),FType,FCode,water_perim(m),bay_perim(m),bay_area(m_sq),x_centroid_bay(lon),y_centroid_bay(lat)
0.000284,390,39004,0.000685,806.103217,40508.01735,-75.774733,39.181298
0.000842,466,46600,0.001176,509.1172,16198.17088,-75.756747,39.178367
0.002126,390,39004,0.001839,961.146538,53835.07127,-75.85719,39.1959
0.000223,390,39004,0.000625,1904.106853,162797.1113,-75.814417,39.199221
0.000883,390,39001,0.001172,12834.99396,1229766.463,-75.867354,39.017433
0.001549,390,39004,0.001594,1551.560854,109860.5512,-75.863368,39.218151
0.00159,390,39004,0.001709,1580.127188,90979.70677,-75.839353,39.205058
0.002385,466,46600,0.001872,2314.795427,155311.436,-75.810676,39.212298
0.00061,390,39004,0.001061,563.627398,19514.10029,-75.838909,39.220783
0.001263,390,39001,0.001403,4215.657584,369143.6004,-75.84448,39.034602
0.003996,390,39004,0.002828,1166.92485,84667.14357,-75.792365,39.21967
0.001084,466,46600,0.001282,2844.858196,278026.5318,-75.78156,39.208327
0.002872,390,39004,0.002121,1679.3096,84542.85818,-75.802651,39.266759
0.000628,466,46600,0.000987,1140.911286,52979.86022,-75.796204,39.265988
0.007937,466,46600,0.003806,7147.184736,640495.89,-75.792692,39.310156
0.001933,390,39004,0.001814,2714.703486,208512.0834,-75.808192,39.297
0.004319,466,46600,0.002646,3451.362069,488611.0823,-75.793265,39.324239
0.00414,466,46600,0.00273,1811.407598,101095.6115,-75.784743,39.314224
0.00878,466,46600,0.004643,3403.127182,477846.0847,-75.781087,39.325799
0.00047,466,46600,0.00085,471.9355,13634.82414,-75.787835,39.30866
0.002507,466,46600,0.001861,1152.215482,55085.50476,-75.791074,39.313631
0.002489,390,39004,0.002132,781.584598,32345.38218,-75.78469,39.328647
0.008676,466,46600,0.003498,1159.1852,56374.79018,-75.786328,39.34443
0.00414,466,46600,0.002558,1225.507754,51230.25411,-75.788417,39.332636
0.001413,390,39004,0.001474,470.638072,13819.02381,-75.783708,39.330193
0.028487,390,39004,0.006452,1333.490905,87951.48216,-75.896528,39.047842
0.001084,390,39001,0.00128,530.1652,17400.69589,-75.846414,39.048731
0.033771,466,46600,0.006857,1603.7664,160450.1525,-76.16501,39.416164
0.000494,390,39004,0.000883,20498.50435,6281136.741,-75.518062,38.154612
0.001524,390,39004,0.001723,7787.991934,3333255.181,-75.577567,38.121686
0.002544,390,39004,0.002008,696.772373,30226.87966,-76.019116,38.97622
0.001308,466,46600,0.001405,450.349901,12675.81046,-75.826316,39.198835
0.000562,390,39004,0.001153,3623.757099,676267.0001,-75.511661,38.135455
0.000436,390,39004,0.00097,7740.60986,2834225.325,-75.398097,38.22473
0.002265,390,39004,0.002862,8121.154234,3684992.121,-75.372925,38.217249
0.06052,466,46600,0.012291,3908.131236,880876.8555,-75.828409,38.354327
0.030995,466,46600,0.006551,1344.480162,110433.491,-75.214118,38.283554
0.000378,390,39004,0.000897,9150.16697,4927359.47,-75.88058,38.456845
0.000478,390,39004,0.000884,8227.053702,3396769.283,-75.69483,38.437414
0.002367,466,46600,0.001812,1797.101991,157738.9166,-75.714331,38.440859
0.000819,390,39004,0.001334,979.289862,60023.07116,-75.809457,38.568588
0.234687,466,46600,0.029024,13069.31101,8707312.427,-75.742366,38.204523
0.002085,390,39004,0.002476,3250.611185,622335.8728,-75.590867,38.134603
0.00062,390,39004,0.000931,6589.867745,1544780.357,-75.61847,38.165653
0.009446,390,39004,0.00392,1391.67935,86576.84193,-75.860182,38.483258
0.001919,390,39004,0.00249,3569.902701,775842.8545,-75.937131,38.469902
0.000698,390,39004,0.001057,1492.151795,110063.9111,-75.909918,38.553714
0.000542,390,39004,0.000881,1821.829317,170277.365,-75.805931,38.521978
0.001121,390,39004,0.001309,3926.98459,510564.5634,-75.768133,38.592345
0.071567,390,39004,0.010231,1651.351915,170417.1437,-75.875883,38.556777
0.018612,466,46600,0.004994,1351.92267,113563.0636,-75.873646,38.569149
0.017131,390,39004,0.004876,834.1166,43468.95769,-75.886267,38.569
0.015101,466,46600,0.004717,767.018899,36765.48614,-75.890648,38.571729
0.074454,466,46600,0.013257,2198.544751,302094.5882,-75.846604,38.567006
0.004371,390,39004,0.002772,3937.042256,662364.6066,-75.914684,38.601014
0.109102,436,43612,0.013769,4935.417563,1055387.702,-75.844238,38.612341
0.002679,466,46600,0.002256,877.36373,48149.88983,-75.731371,38.807455
0.000624,390,39004,0.0011,2723.296888,276826.9323,-75.739626,38.91174
0.002158,390,39004,0.001762,4198.133095,419399.8696,-75.752708,38.943013
0.005721,390,39004,0.003085,924.13033,53357.18895,-75.739651,38.945993
0.000726,390,39004,0.001055,1178.110183,55330.76984,-75.749987,38.96758
0.001519,390,39004,0.001626,1162.434675,84442.04645,-75.828547,38.696216
0.006363,390,39001,0.003038,1164.780238,64057.34083,-75.854761,38.75918
0.006079,390,39004,0.003095,544.03467,18464.51509,-75.814126,39.296014
0.000699,390,39004,0.001195,955.750667,57082.37552,-75.159997,38.438231
0.008111,466,46600,0.004197,2801.31739,487979.9444,-83.487635,31.76314
0.06322,390,39010,0.009683,1695.933716,179593.2315,-83.630956,32.696344
0.078382,390,39010,0.013151,2530.823906,393905.0168,-83.707069,31.486637
0.059861,466,46600,0.008576,1513.629996,143114.5589,-83.273316,31.368834
0.047307,390,39010,0.008134,2629.375572,432093.5565,-83.465249,32.342866
0.019113,390,39010,0.004881,1730.668786,185901.4422,-83.624269,31.560988
0.002055,390,39004,0.001908,2909.346228,521583.5482,-83.599198,31.687986
0.187254,466,46600,0.015714,2309.990196,330794.7708,-83.706038,31.06998
0.117075,466,46600,0.012524,1722.814211,183521.0846,-83.374807,31.116473
0.000603,390,39010,0.001391,6733.114262,2823664.171,-83.405658,31.054541
0.038857,466,46600,0.006971,1360.590652,115536.4914,-83.480918,31.731643
0.08339,466,46600,0.01129,1849.130108,213220.1241,-83.485474,31.7283
0.000435,390,39004,0.000827,4367.94038,1184425.744,-83.186364,31.21105
0.002351,390,39010,0.001814,10348.21904,6433538.073,-83.477287,31.124857
0.006227,466,46600,0.002921,5855.833481,2111748.785,-82.203421,30.515363
0.139794,466,46600,0.019446,4727.158628,1380506.669,-83.232327,31.081893
0.005132,390,39004,0.00268,5468.465788,1455474.606,-83.296609,30.699916
0.110587,466,46600,0.013547,2144.243067,287252.478,-83.331132,31.086837
0.094553,466,46600,0.01146,2414.933793,361444.8475,-83.825155,32.076085
0.056034,390,39010,0.008425,1574.445471,152574.6643,-83.435442,32.3317
0.005297,390,39010,0.002549,1789.916011,200051.2811,-83.278106,31.907838
0.000222,390,39004,0.000798,2449.23977,374718.8496,-83.284094,31.150862
0.007812,390,39004,0.003447,7404.902265,3425643.427,-83.167416,30.803921
0.009803,390,39004,0.004779,1252.26989,93989.52703,-83.242006,31.081629
0.003693,390,39004,0.002779,4185.348263,1078587.784,-83.350514,31.150218
0.001728,466,46600,0.001467,1978.471888,244496.7349,-83.296947,31.213168
0.002207,466,46600,0.001719,4493.726075,1260986.189,-83.551486,30.700713
0.08095,466,46600,0.010013,1730.533121,187046.9507,-83.262795,31.311314
0.03556,466,46600,0.006823,1803.648418,202860.1544,-83.310456,31.213476
0.040619,466,46600,0.007761,1620.303566,164026.5225,-83.267342,31.335553
0.002308,390,39004,0.002014,1395.714728,119026.6112,-83.09173,31.179742
0.810564,466,46600,0.032444,5669.559543,1961212.298,-83.113709,31.301858
0.005869,466,46600,0.003265,1877.825904,212272.6535,-83.327486,31.334884
0.068754,466,46600,0.009576,1433.417405,127286.7652,-82.457281,30.958532
0.066565,466,46600,0.009063,1817.405395,206194.5992,-83.469525,30.675648
0.009626,466,46600,0.003567,7481.840888,3486875.214,-82.824284,30.865973
0.008065,466,46600,0.003966,2935.788407,531575.1397,-83.489378,30.703029
0.009343,466,46600,0.003547,1443.305284,129878.373,-83.265602,30.672112
0.030198,466,46600,0.00654,1177.198852,86610.72447,-82.642295,30.690877
0.00806,466,46600,0.0033,1354.997817,112244.9931,-82.623019,30.723499
0.045833,390,39004,0.008057,6448.534658,2533683.521,-82.439407,30.688885
0.037487,466,46600,0.006864,1758.608015,193293.6773,-82.851964,30.847595
0.063129,466,46600,0.009228,2207.04887,304353.6734,-82.668064,30.919782
0.008406,466,46600,0.003962,1459.668038,131769.4799,-83.511505,30.651205
0.033495,390,39004,0.014931,1992.080419,243300.6206,-83.236981,30.665007
0.047896,466,46600,0.007657,1521.983585,144696.5988,-83.256431,30.636954
0.041219,390,39004,0.007678,1451.895394,131599.6799,-83.293307,30.655845
0.036889,390,39004,0.008404,1318.045516,108252.9973,-83.249407,30.638123
0.00111,390,39004,0.001977,18733.55103,8427748.642,-83.199619,30.662114
0.122668,390,39004,0.012435,9116.521737,2571093.948,-83.19762,30.694589
0.001439,390,39004,0.00163,1919.975726,230182.0636,-83.661593,30.752636
0.245578,390,39004,0.019371,3742.05344,871165.4038,-83.632827,30.690782
0.004043,390,39004,0.002347,4341.337684,1177950.711,-83.6651,30.676235
0.120049,390,39004,0.013258,2721.534655,462099.8919,-83.865047,30.76446
0.132128,390,39004,0.014761,2802.524664,490153.6405,-83.363654,30.678894
0.044809,390,39004,0.008739,1489.937025,135360.8005,-83.292346,30.649905
0.353832,390,39009,0.032924,4154.109904,1076448.531,-83.48196,30.687401
0.036422,466,46600,0.007495,1592.146621,157779.2352,-83.483551,30.701935
0.006417,466,46600,0.002804,8623.917996,4608972.728,-83.160278,30.903662
0.001174,466,46600,0.001331,1169.60972,85362.05319,-83.294167,30.664686
0.144655,466,46600,0.013394,2298.956852,330166.9408,-83.352164,30.748357
0.007498,466,46600,0.00315,4807.393385,1426413.506,-83.324953,30.735775
0.147948,466,46600,0.014301,2421.747204,366490.8462,-83.296076,30.685542
0.088991,390,39004,0.010424,2702.324448,385373.7074,-83.205228,30.699109
0.083236,466,46600,0.010175,1816.201875,205095.7295,-83.220303,30.703835
0.045618,466,46600,0.007544,1702.209872,180959.6566,-83.237954,30.679419
0.063353,390,39000,0.009138,2964.473517,322271.3677,-83.226195,30.676492
0.071499,466,46600,0.009455,2121.713449,281027.3453,-83.220014,30.695271
0.002075,466,46600,0.00185,1860.210399,213801.5252,-83.19801,30.755379
0.357062,466,46600,0.022779,3857.685933,924118.9793,-83.236516,30.704089
0.021612,390,39004,0.005835,1594.563706,158679.4932,-83.171232,30.758961
0.076863,390,39004,0.010789,2170.106007,294301.0374,-83.849577,30.763167
0.052008,466,46600,0.008671,2176.603345,296041.9196,-83.339816,30.724879
0.46481,390,39004,0.028619,5412.303291,1428040.807,-83.284841,30.808328
0.022133,466,46600,0.006302,2960.30729,545864.9994,-83.875289,30.776504
0.005787,390,39010,0.002923,3269.617897,643850.5819,-84.820868,31.108405
0.049967,390,39004,0.008156,4018.125499,625228.0897,-83.842983,30.822428
0.855328,390,39004,0.034309,5213.770386,1689276.101,-83.906063,30.889186
0.003111,390,39010,0.002264,7132.453154,3058865.274,-84.661742,31.338715
0.031047,466,46600,0.006386,1516.059077,141755.9412,-83.827585,30.748705
0.00082,466,46600,0.001069,7222.550627,3245551.175,-83.623573,30.793484
0.004884,466,46600,0.002948,1077.677141,72579.48532,-83.357791,30.938946
0.037059,466,46600,0.006779,1389.300354,120634.716,-83.007528,30.916077
0.002382,390,39004,0.001852,4934.158956,1519460.058,-83.731129,30.89828
0.134606,466,46600,0.012908,2268.0444,320099.3173,-83.302372,30.943957
0.013665,466,46600,0.004131,1392.46501,120599.9489,-83.200905,30.848496
0.006062,390,39010,0.003936,6249.17705,2383265.679,-83.916935,30.95287
0.045158,390,39004,0.007779,1501.09713,140798.9795,-83.852891,30.898023
0.012567,390,39004,0.004127,2619.398852,428189.775,-83.737221,30.912994
0.007948,466,46600,0.003248,1864.279986,216788.5925,-83.720797,30.902227
0.057013,466,46600,0.008628,1646.600992,169044.9882,-83.702732,30.881915
0.001107,390,39004,0.001829,1443.392066,129039.5221,-83.772081,30.975819
0.034225,466,46600,0.006678,1225.360733,93210.17112,-83.794602,30.935954
0.003096,390,39010,0.002646,1791.778866,199753.2902,-84.562422,31.380467
0.002543,390,39010,0.003233,1887.150495,222563.3977,-83.248645,32.417166
0.084739,390,39010,0.013574,6513.446405,1494703.351,-81.890264,33.114626
0.025028,466,46600,0.006507,2717.991188,461706.9783,-83.868871,32.197761
0.041029,466,46600,0.007853,2034.825829,258279.1569,-83.421493,32.104381
0.039343,466,46600,0.009775,2863.736106,419989.0355,-84.612485,31.487588
0.012994,390,39010,0.004764,1366.651647,115738.4051,-83.878938,32.187043
0.009861,390,39010,0.003707,1297.479344,105121.9413,-84.576912,31.38973
0.014049,466,46600,0.004488,4312.768709,1135062.966,-83.88818,32.241484
0.0025,390,39010,0.001908,1676.715734,171433.8952,-84.811818,31.445671
0.317076,466,46600,0.01992,3751.090311,877798.672,-83.557445,32.316186
0.070668,466,46600,0.010144,3057.900286,576295.1499,-82.1584,33.26936
0.036266,390,39010,0.006827,1376.32883,117594.1981,-81.521616,32.540584
0.076839,466,46600,0.015263,6347.23617,1465893.644,-81.866053,32.723195
0.001774,390,39010,0.001507,6164.033091,1689096.821,-81.890741,33.13132
0.442465,466,46600,0.026652,4051.016577,1008026.303,-81.914283,33.138227
0.198691,466,46600,0.015918,3361.293909,693055.7103,-81.923427,33.146087
0.320866,466,46600,0.025621,13067.51495,10384446.53,-82.053679,32.865038
0.134159,466,46600,0.014279,2963.995009,543084.0961,-82.171475,33.273035
0.122596,466,46600,0.020386,4699.093394,1332458.972,-82.139983,33.223171
0.050396,466,46600,0.008003,1427.09237,127252.4868,-82.120886,33.21841
0.107388,466,46600,0.011976,2103.173724,275653.386,-81.626914,32.41194
0.019787,466,46600,0.005281,1280.623002,102449.4401,-81.617155,32.445416
0.049532,466,46600,0.007929,2041.750022,201214.0051,-81.607012,32.418291
0.005711,390,39010,0.003049,1686.29432,177697.4963,-81.871958,32.447781
0.516454,466,46600,0.030767,7548.324094,3480821.7,-81.487969,32.251559
0.085532,466,46600,0.010903,2655.503994,355223.8989,-81.548365,32.39141
0.017994,466,46600,0.004923,1193.494393,88138.46007,-81.560478,32.416257
0.27015,466,46600,0.022235,4485.032479,929431.5106,-81.696281,32.675131
0.052642,390,39010,0.008246,1473.193095,135596.1584,-81.626342,32.454944
0.003152,390,39010,0.002001,1159.202199,83938.9628,-81.594029,32.421301
0.062996,466,46600,0.008973,1619.040137,163365.593,-81.413807,32.500184
0.100333,390,39010,0.011275,1907.295583,225893.1638,-81.611396,32.469205
0.001126,390,39010,0.001273,3235.308884,645956.0635,-82.294791,32.87701
0.031509,390,39010,0.006368,1199.247079,89878.82978,-81.632087,32.563009
0.252977,466,46600,0.019572,3144.764344,603268.1163,-81.491702,32.556836
0.010445,390,39010,0.003738,1439.477835,124768.6837,-81.555477,32.522969
0.016577,466,46600,0.005557,2740.872531,252842.4292,-81.526535,32.504447
0.483393,390,39010,0.025407,3875.965479,931288.4622,-81.659153,32.576257
0.127668,466,46600,0.012749,2217.153978,306450.6487,-81.591614,32.557381
0.004286,466,46600,0.002428,6354.810338,2511780.536,-81.476726,32.536884
0.00811,390,39004,0.003524,7067.632776,1817534.279,-81.460051,32.6572
0.123153,466,46600,0.014243,2439.84314,359022.061,-81.510874,32.569418
0.013222,466,46600,0.004182,1926.555931,230979.6699,-81.605855,32.570954
0.002112,390,39004,0.001797,14970.68896,7571797.723,-81.298745,32.237353
0.126857,390,39010,0.012558,2123.965068,280847.5227,-81.625308,32.590899
0.043184,466,46600,0.007358,1298.332664,104738.5398,-81.655462,32.563579
0.386893,466,46600,0.022436,3454.877399,745435.0055,-81.579394,32.581614
0.418903,466,46600,0.022904,4109.995414,1051388.759,-81.611136,32.611762
0.02019,390,39010,0.005159,2350.498885,337923.6301,-81.616116,32.585483
0.026552,466,46600,0.006117,1248.92982,96831.59679,-81.557434,32.574669
0.006823,390,39010,0.003793,1747.54405,189402.1651,-81.570954,32.59143
0.08295,466,46600,0.012113,2727.760764,465017.6908,-81.636609,32.599019
0.04211,390,39010,0.007515,1475.22936,135494.5046,-81.579282,32.604254
0.03446,466,46600,0.006573,3315.799383,678038.0179,-81.593716,32.569678
0.033226,390,39010,0.007953,1600.698291,159375.2989,-81.590648,32.578894
0.460642,466,46600,0.024106,7128.059122,1813205.627,-81.520881,32.616709
0.007755,466,46600,0.00322,1364.585454,116370.7094,-81.562361,32.573421
0.035226,390,39010,0.006726,1353.973828,113407.3673,-81.617257,32.563038
0.019206,466,46600,0.005086,1133.710311,80039.99894,-81.47091,32.695275
0.000901,390,39010,0.001125,6414.815436,2538824.486,-81.502225,32.597355
0.282201,466,46600,0.021405,3106.291801,599724.0094,-81.481445,32.578581
0.133204,466,46600,0.013068,2752.022148,470959.4108,-81.577511,32.661211
0.015676,466,46600,0.00692,1645.727488,169045.342,-81.48786,32.612787
0.002119,390,39004,0.001653,12194.70341,8615282.853,-81.41412,32.596823
0.768648,466,46600,0.031247,5023.448237,1574996.25,-81.403683,32.573869
0.006765,466,46600,0.002922,1120.604372,76179.31292,-81.540684,32.652131
0.087822,466,46600,0.015528,1778.388375,196180.7417,-81.633959,32.660169
0.015511,466,46600,0.004404,1360.8258,115266.1245,-81.609609,32.62098
0.113481,466,46600,0.012089,1967.015801,239697.6958,-81.639953,32.6501
0.093433,390,39010,0.01102,2066.839825,266114.4441,-81.661736,32.614592
0.028487,466,46600,0.006724,1202.422904,90179.50836,-81.617456,32.600595
0.144253,466,46600,0.014142,2579.256393,415770.5417,-81.569694,32.660544
0.045488,466,46600,0.007653,1771.211473,195655.3249,-81.536702,32.653106
0.005459,390,39010,0.003503,3833.951755,901877.0746,-81.512868,32.623057
0.098274,466,46600,0.011458,2220.406142,307130.6712,-81.503881,32.624267
0.025645,466,46600,0.006111,4527.905621,1050473.227,-81.484576,32.664774
0.008548,390,39004,0.003304,1552.982138,149411.2218,-81.462342,32.68825
0.423876,466,46600,0.046514,7076.520573,3096238.153,-81.50432,32.637659
0.00213,390,39004,0.002278,2424.531778,366343.5167,-81.497318,32.65636
0.25958,466,46600,0.019265,4780.938202,992791.8344,-81.457614,32.616246
0.001995,390,39004,0.001739,1379.555155,118679.1235,-81.469129,32.640742
0.00412,390,39010,0.002335,5189.319112,1550159.237,-82.236737,32.877067
0.011064,466,46600,0.004055,2446.431936,371272.3376,-81.651072,32.679214
0.019118,466,46600,0.005205,1267.51483,100233.8494,-81.655302,32.686295
0.111244,466,46600,0.012726,3856.318448,612379.3111,-81.620124,32.675491
0.139131,466,46600,0.013572,2252.240797,316020.2697,-81.659229,32.675752
0.122237,466,46600,0.012655,5769.819196,1577100.786,-81.60195,32.761044
0.03735,466,46600,0.007607,1772.932158,195813.3284,-81.49497,32.668484
0.035537,466,46600,0.00841,2434.574296,368685.7019,-81.63489,32.76829
0.118138,466,46600,0.013378,2026.227954,254997.0012,-81.463232,32.711492
0.06701,390,39004,0.01036,3052.289814,578170.4808,-81.48965,32.72246
0.013885,466,46600,0.005409,2533.936223,401169.3968,-81.458281,32.694087
0.12895,466,46600,0.024664,4374.999777,707729.5341,-81.479532,32.734385
0.037177,466,46600,0.007928,2515.849212,388824.075,-82.236271,32.837455
0.146001,466,46600,0.014285,3082.885724,586922.204,-81.835066,32.753797
0.059832,466,46600,0.010235,1843.165389,203742.1276,-81.931639,32.718126
0.068329,466,46600,0.009354,1599.403292,158420.8664,-82.297557,32.870953
0.034671,466,46600,0.006907,1684.435592,176560.0095,-81.681113,32.757003
0.039577,390,39010,0.007249,1292.03322,104052.7011,-81.649328,32.839046
0.028082,466,46600,0.006505,3807.115128,667132.341,-81.619705,32.811707
0.104917,390,39004,0.013658,3638.345256,823234.6198,-81.491965,32.735257
0.028795,466,46600,0.006264,4607.106471,1296564.394,-81.557898,32.794551
0.056321,466,46600,0.009651,1779.506045,195900.4135,-81.514972,32.765255
0.092558,466,46600,0.010824,2203.376314,300177.2472,-81.492044,32.823649
0.057413,390,39010,0.008821,1552.710826,148939.6506,-81.620458,32.800161
0.084237,466,46600,0.012605,27634.95665,8202723.06,-81.556575,32.88493
0.535055,466,46600,0.02874,4421.825337,1211040.839,-81.515636,32.777716
0.334298,466,46600,0.025631,4226.173348,1070107.419,-81.537136,32.801308
0.054301,466,46600,0.008986,5694.193296,1071161.303,-81.53599,32.787177
0.030536,466,46600,0.006244,1268.767999,99675.79816,-81.544692,32.859123
0.034288,466,46600,0.006597,1213.73813,92064.08091,-81.543826,32.797363
0.007163,466,46600,0.003396,8167.491429,2606475.802,-81.524192,32.850786
0.08899,466,46600,0.010634,1615.283595,161992.6396,-81.509949,32.83703
0.088611,466,46600,0.01058,1733.966987,187357.5732,-81.535108,32.861361
0.008845,466,46600,0.003433,5143.481851,1409469.262,-81.594506,32.899256
0.120614,466,46600,0.013184,2228.390376,304556.1679,-81.582447,32.932463
0.012965,390,39001,0.003999,1147.227305,81615.94645,-81.538896,32.982451
0.069772,466,46600,0.009683,1585.313276,157062.9225,-81.580776,32.9764
0.051272,466,46600,0.008407,1912.159559,227807.9843,-81.640813,32.977156
0.144268,466,46600,0.013835,3066.361342,578452.2739,-81.604159,32.981272
0.062787,466,46600,0.011077,2975.201551,548833.8029,-81.545255,32.986663
0.031622,466,46600,0.006954,1596.311789,158283.9186,-81.568916,32.98789
0.048009,390,39001,0.007888,1785.370798,195954.2517,-81.557296,32.982119
0.091766,466,46600,0.011023,3089.931779,590084.966,-81.606739,32.963692
0.023109,466,46600,0.006469,1738.687811,187781.7272,-81.589403,32.984005
0.026343,466,46600,0.007305,1523.647666,145004.3823,-81.927139,32.210409
0.269443,466,46600,0.021051,3105.100509,569304.8212,-81.460858,32.26222
1.168978,390,39010,0.048773,5781.513427,2083457.624,-81.821227,32.332681
0.000364,390,39010,0.000717,6216.590022,2389394.635,-81.644558,31.712956
0.453089,466,46600,0.034891,6868.234694,2927654.579,-81.574629,32.317958
0.079399,466,46600,0.010044,1887.635635,221939.6014,-82.869098,32.602013
0.019992,466,46600,0.005067,1026.781312,64944.61396,-82.842776,32.640383
0.093758,466,46600,0.01079,2354.721579,340902.9528,-82.853849,32.869381
0.064634,466,46600,0.009036,1857.847643,214062.5176,-82.876298,32.703972
0.054696,390,39010,0.008389,1591.304863,157394.8319,-82.880409,32.774476
0.327085,390,39010,0.027429,3454.953008,624418.7149,-82.888896,32.777498
0.107944,466,46600,0.012637,4062.693612,1016107.008,-82.301839,32.843928
0.051183,390,39010,0.008179,1622.778497,164579.5978,-82.518383,32.897566
0.086161,466,46600,0.011006,2240.753128,308516.5482,-82.408644,32.870662
0.066091,466,46600,0.009365,2524.5588,280335.0235,-82.291576,32.868647
0.161539,466,46600,0.014902,2577.897193,398660.895,-82.204517,32.875691
0.266708,466,46600,0.020852,8063.227042,2846619.242,-82.186881,32.933523
0.132208,466,46600,0.016196,3319.068585,679539.1078,-82.070135,32.837709
0.184395,466,46600,0.016958,3693.576201,833457.2232,-82.125872,32.857124
0.099302,466,46600,0.015409,2722.530734,460311.8494,-82.199426,32.929351
0.291513,466,46600,0.032624,4285.038029,1136596.078,-82.096673,32.908857
1.700798,466,46600,0.048649,7586.586726,3538450.126,-82.083372,32.891076
0.060276,390,39010,0.009199,1718.615347,176011.8207,-82.451333,32.938164
0.028687,466,46600,0.006102,1501.923681,139871.2323,-82.568214,31.099034
0.014274,466,46600,0.004532,1254.532328,98261.32349,-82.431789,31.44744
0.035144,466,46600,0.006792,1223.823771,93004.02551,-82.065508,31.541892
0.043277,466,46600,0.007364,1228.989937,94400.58952,-82.068334,31.549807
0.012251,466,46600,0.003952,1425.795976,121965.014,-82.891507,31.70958
0.139318,466,46600,0.013565,2606.757592,424690.6892,-82.752386,31.714521
0.001234,390,39010,0.001359,2240.250946,310827.2363,-82.866467,31.600289
0.001593,390,39010,0.00153,1369.036416,115967.8234,-82.093527,31.563961
0.010165,390,39010,0.005757,3539.313748,602216.6375,-81.629652,31.740564
0.022443,466,46600,0.005856,1003.770883,62914.87874,-82.063327,31.592411
0.022128,466,46600,0.00616,1184.328042,87661.7838,-82.049402,31.569962
0.045697,466,46600,0.008732,1309.827243,107202.4789,-82.052775,31.687846
0.05351,466,46600,0.012846,2176.387582,291472.8493,-81.897018,31.543777
0.03,466,46600,0.006505,1419.168437,124542.6963,-82.567932,31.694034
0.025541,466,46600,0.005581,1303.002991,104901.0217,-82.510734,31.68759
0.050533,466,46600,0.00833,1501.374632,140880.2441,-82.077275,31.6919
0.038652,466,46600,0.007068,1288.039522,103529.6623,-82.060094,31.701117
0.049489,466,46600,0.00853,1680.448979,174828.031,-82.619441,31.150995
0.035406,466,46600,0.006544,1170.239025,85463.61453,-82.570816,31.086895
0.000501,390,39004,0.000889,1163.921872,84610.03341,-82.577107,31.095354
0.011329,466,46600,0.004163,1115.017517,77655.56158,-82.765103,31.157666
0.02505,466,46600,0.005709,1176.390988,86033.80149,-82.528334,31.17147
0.017467,466,46600,0.004767,1175.796229,85516.69203,-82.103651,31.742936
0.003323,390,39010,0.00206,1657.278941,171120.4165,-82.296067,31.824853
2.885262,466,46600,0.062899,9318.045119,5409392.734,-82.419164,31.846075
0.011609,390,39010,0.004117,1225.549997,92337.27101,-82.423138,31.878249
0.415227,466,46600,0.024944,4281.579954,1125759.536,-81.844016,31.157069
0.160444,466,46600,0.018733,3276.006986,670732.1755,-82.842112,31.235252
0.003521,390,39010,0.002307,9931.431945,5956423.641,-82.812779,31.307133
0.002069,390,39010,0.001713,1848.338666,213456.2822,-81.854223,31.645939
0.459066,466,46600,0.051248,5373.190858,1788835.222,-81.682046,31.768065
0.000313,390,39010,0.000634,5600.107078,1958437.084,-81.645794,31.727968
0.052476,466,46600,0.008842,1665.197839,171025.9147,-81.679071,31.787487
0.00902,466,46600,0.003379,3088.847659,512860.8974,-81.750851,31.933264
0.098106,390,39010,0.011712,1723.822157,179388.8593,-81.592022,31.334807
0.007175,466,46600,0.00341,2561.486128,318539.7244,-84.697396,31.067212
0.010542,466,46600,0.003773,1105.404151,75964.09862,-84.803419,31.399162
0.019548,466,46600,0.004993,7268.729228,3264415.288,-84.587343,31.327523
0.067317,466,46600,0.009896,3681.029713,519655.9241,-84.490585,31.383222
0.01936,466,46600,0.005693,1590.397246,156464.1847,-84.568895,31.380873
0.022687,466,46600,0.005283,3128.812138,388919.7643,-84.481483,31.3702
0.001154,390,39010,0.001343,1277.161609,101944.3921,-84.795849,31.483197
0.25304,390,39010,0.02004,3260.57572,654875.8334,-84.395767,31.355096
0.016064,466,46600,0.004699,1212.662309,91531.02967,-84.476035,31.433232
0.003671,390,39010,0.00236,8793.385264,2381536.9,-84.440522,31.325679
0.018112,390,39010,0.004779,1343.207558,111943.511,-84.473487,31.340109
0.389043,390,39010,0.022361,4008.384579,997336.9138,-84.399002,31.342585
0.002014,390,39010,0.001683,1595.13833,158981.6867,-84.369395,31.331882
0.001381,390,39010,0.001467,2594.288925,417672.4489,-84.441952,31.152797
0.044948,390,39010,0.007753,2043.942069,260861.0325,-84.383953,31.356931
0.023154,466,46600,0.005998,5994.684261,2219981.129,-84.376335,31.342544
0.008332,390,39010,0.003969,1394.779757,121529.817,-84.390036,31.367012
0.003643,390,39010,0.002224,2394.932041,355379.5821,-84.435063,31.162582
0.031561,390,39010,0.006508,1481.277445,135698.4825,-84.388465,31.36179
0.067541,390,39010,0.010383,2203.993005,302286.0759,-84.406207,31.361596
0.005325,390,39010,0.002847,5475.440807,1042525.571,-84.363133,31.36262
0.033045,466,46600,0.007829,3706.740901,854504.894,-84.879067,31.304192
0.01541,466,46600,0.004603,1276.251953,101702.3211,-84.48358,31.435762
0.001777,390,39010,0.00154,1616.308222,162624.6407,-84.431811,31.427585
0.018068,390,39010,0.005124,1690.511056,177925.109,-84.182412,31.328094
