water_area(km_sq),FType,FCode,water_perim(m),bay_perim(m),bay_area(m_sq),x_centroid_bay(lon),y_centroid_bay(lat)
0.001047,390,39004,0.001449,5813.698997,2110509.142,-78.878389,34.839739
0.000623,390,39004,0.000959,8716.97716,3488439.424,-78.859062,34.838098
0.002038,390,39004,0.002077,3963.889222,978128.8865,-78.592432,34.925964
0.00099,390,39004,0.001421,4667.698126,1350363.418,-78.586064,34.916063
0.001698,390,39004,0.001568,7934.77279,3914179.411,-78.474324,34.884424
0.115672,466,46600,0.017055,23869.02118,20388803.05,-78.702839,34.884857
0.034103,390,39004,0.007979,1595.486437,158854.9239,-78.47109,34.850508
0.001833,390,39004,0.001666,23809.99578,16693232.15,-78.927986,34.914167
1.134893,466,46600,0.040728,16106.52905,9202994.337,-79.03322,34.860057
0.001934,390,39004,0.001821,6899.117741,2974461.457,-78.761284,34.901265
0.001097,390,39004,0.00132,10133.024,5230038.748,-78.746913,34.92429
0.011338,466,46600,0.006678,8479.584481,4442418.955,-78.61948,34.873174
0.036889,466,46600,0.008566,6493.564084,2577526.321,-78.584222,34.96733
0.143656,466,46600,0.018365,8404.80827,3187007.916,-78.728612,34.970234
0.001899,466,46600,0.001666,2467.781889,379312.8352,-78.233299,34.073796
0.00118,390,39004,0.001421,3344.554988,683955.0473,-78.745959,34.93682
0.000991,390,39004,0.001349,6388.505479,2550811.12,-78.717389,34.935887
0.001123,390,39004,0.001391,21383.83258,22104182.06,-78.727437,35.030963
0.000544,390,39004,0.000988,5006.526136,1561973.452,-78.749367,34.203226
0.001867,390,39004,0.001804,6257.793463,1773901.057,-78.764665,34.274445
0.007703,390,39004,0.007161,7123.537799,2314297.527,-79.029709,34.30686
0.002003,390,39004,0.002863,7321.366825,3348748.754,-78.673987,34.184948
0.00327,390,39004,0.004499,2414.229338,362554.8537,-78.91687,34.389795
0.000154,390,39004,0.0005,4126.041923,1063995.505,-79.122736,34.360936
0.000916,390,39004,0.001682,3930.519813,958207.5972,-79.077793,34.434035
0.000484,390,39004,0.000919,1822.414345,207068.778,-79.113088,34.376528
0.001277,390,39004,0.002701,2494.611133,388343.2256,-79.214265,34.473606
0.001013,390,39004,0.001656,965.367938,58241.55994,-79.226243,34.466112
0.000943,390,39004,0.001362,1165.776241,84834.71202,-79.234597,34.50444
0.000969,390,39004,0.00135,1466.668497,134444.7798,-79.079302,34.457109
0.02812,466,46600,0.008683,9930.617559,6163029.854,-79.022095,34.504785
0.000675,436,43613,0.001396,4807.721781,1444467.139,-79.325916,34.529629
0.00709,466,46600,0.003353,3260.042092,662047.627,-79.308551,34.540418
0.054982,466,46600,0.008837,1441.825731,129870.4504,-79.131634,34.638325
0.002937,390,39004,0.002211,2196.412751,301097.5215,-79.246584,34.514028
0.012067,466,46600,0.004223,2708.477954,332343.9755,-79.168163,34.529403
0.001508,390,39004,0.001613,2782.137965,481710.1305,-79.092165,34.541421
0.018173,390,39004,0.005466,1945.821231,232060.5357,-79.528659,34.711982
0.020841,466,46600,0.005586,1657.510424,171452.8214,-79.148989,34.642816
0.059099,466,46600,0.010295,1946.547625,236221.3036,-79.473538,34.696699
0.009126,466,46600,0.003991,3633.355924,695804.2821,-79.375247,34.707315
0.000768,390,39004,0.001111,7973.496893,3602209.253,-79.118425,34.756742
0.115296,466,46600,0.013512,7524.566795,3536234.757,-79.236919,34.699355
0.187598,466,46600,0.015594,2903.98532,526733.7648,-79.060288,34.698417
0.041124,466,46600,0.007524,6543.095754,1925533.268,-79.472838,34.716637
0.074316,466,46600,0.012605,6332.438043,1717544.855,-79.399131,34.734636
0.081539,466,46600,0.010474,3166.74903,451781.9387,-79.480925,34.691302
0.097976,466,46600,0.012549,2512.011414,394091.595,-79.473013,34.705388
0.015221,466,46600,0.005062,2579.062809,415079.6735,-79.479997,34.698365
0.030574,390,39004,0.006411,1688.467824,177983.4557,-79.498875,34.706516
0.158257,466,46600,0.014973,2438.792231,371408.8532,-79.416334,34.695457
0.003831,466,46600,0.002308,3223.77289,363953.518,-79.421792,34.69152
0.12047,466,46600,0.013075,7836.85499,3078791.287,-79.210818,34.779939
0.908381,466,46600,0.035957,14033.7227,5832780.567,-79.298646,34.772064
0.001834,466,46600,0.001854,4212.44821,1089262.499,-79.325675,34.722474
0.118943,466,46600,0.013378,3773.618994,889662.2054,-79.137407,34.734207
0.001399,390,39004,0.001637,2689.135816,451819.6117,-79.141686,34.679429
0.072081,466,46600,0.010081,2520.989168,397202.6066,-79.581321,34.797707
0.470829,466,46600,0.025095,3815.456253,909693.091,-79.499626,34.723281
0.023843,466,46600,0.005643,4864.244955,992697.3532,-79.481373,34.733132
0.006032,466,46600,0.004313,2315.836563,334132.2969,-79.506314,34.751355
0.007729,466,46600,0.003355,9804.247934,2878419.119,-79.478794,34.832053
0.194611,466,46600,0.022497,3424.195207,703408.4581,-79.58273,34.75513
0.117486,466,46600,0.01292,3601.208866,777585.7178,-79.545395,34.723627
0.078708,466,46600,0.012963,3451.353574,738199.6015,-79.552176,34.731998
0.040256,466,46600,0.009769,2228.481637,307904.1395,-79.470425,34.726762
0.012158,466,46600,0.004135,1313.154377,107771.3781,-79.470121,34.746754
0.289291,466,46600,0.021872,7005.290813,1556249.77,-79.442715,34.758762
0.118123,466,46600,0.013312,2331.857672,338568.4289,-79.402092,34.762494
0.003957,466,46600,0.002306,1066.43458,70957.73884,-79.426158,34.745293
0.045759,466,46600,0.008194,2105.322488,276824.5377,-79.435215,34.73976
0.000867,390,39004,0.001252,8800.418763,3524786.587,-79.255205,34.759204
0.028663,466,46600,0.006461,1337.663914,111825.6027,-79.567973,34.783458
0.098976,466,46600,0.013263,3805.474935,905073.0685,-79.217317,34.720464
0.002326,390,39004,0.002052,4630.738104,1339296.189,-79.104766,34.742609
0.031147,466,46600,0.007048,3382.59957,387518.2486,-79.26857,34.802699
0.082761,466,46600,0.010709,2979.479249,377134.2915,-79.147468,34.738123
0.136224,466,46600,0.013588,2454.91713,375576.412,-79.103641,34.755635
0.00144,390,39004,0.00153,17374.22563,12561154.84,-79.078727,34.807505
0.023454,466,46600,0.011123,11601.77293,4264761.088,-79.126207,34.779604
0.019915,466,46600,0.00596,5287.038843,1096338.013,-79.274339,34.810631
0.017727,466,46600,0.004993,1046.775933,67832.27593,-79.116745,34.739543
0.291927,466,46600,0.019976,9130.614612,3554164.092,-79.497225,34.819626
0.151292,466,46600,0.014829,2529.650824,399545.0544,-79.579674,34.7861
0.088817,466,46600,0.011092,2070.053522,264136.1245,-79.463368,34.819627
0.069072,466,46600,0.010271,1590.726947,157993.0195,-79.510876,34.802897
0.044342,466,46600,0.007707,1916.56499,228947.6982,-79.507305,34.797297
0.007939,466,46600,0.003189,11316.37412,5259758.143,-79.409922,34.783562
0.000488,390,39004,0.001073,3732.226618,870367.1,-79.458682,34.806789
0.00679,466,46600,0.002962,2799.768919,372706.498,-79.437759,34.792748
0.09462,466,46600,0.012089,3002.067494,385027.12,-79.446311,34.847267
0.06614,466,46600,0.009559,2097.940425,274344.0459,-79.426304,34.799005
0.145918,466,46600,0.014203,2569.471836,412497.2913,-79.306054,34.798757
0.019094,466,46600,0.005007,1130.849653,79817.93929,-79.446414,34.779803
0.036053,466,46600,0.006984,1839.134198,210684.3128,-79.29349,34.80799
0.56881,466,46600,0.027514,4903.313541,1249927.579,-79.401477,34.8464
0.142522,466,46600,0.014977,3154.064058,620156.362,-79.337193,34.838389
0.055422,466,46600,0.009084,1477.524271,136395.6776,-79.290183,34.79382
0.16103,466,46600,0.015051,2401.762727,360233.678,-79.30409,34.792743
0.029252,466,46600,0.006212,3533.010456,602086.3093,-79.467686,34.867083
0.05739,466,46600,0.0092,6081.951162,1153187.308,-79.401384,34.83647
0.00089,390,39004,0.001515,12182.15295,5008077.847,-79.249868,34.781236
0.04891,466,46600,0.008302,1529.1332,145698.8529,-79.243045,34.797257
0.00141,390,39004,0.001528,1946.842454,236886.1585,-79.241065,34.802251
0.009977,466,46600,0.005078,2444.772422,373556.9972,-79.249398,34.801543
0.526245,466,46600,0.027425,4922.511623,1315126.329,-79.284412,34.844422
0.044033,466,46600,0.007682,1349.572707,112996.5746,-79.248999,34.810859
0.023732,466,46600,0.005821,1209.596839,91416.0965,-79.250247,34.806655
0.01136,466,46600,0.004242,1214.026883,91908.8473,-79.214472,34.803824
0.002283,466,46600,0.00201,11413.68482,6172947.112,-79.250319,34.832065
0.002704,390,39004,0.00286,3455.462756,589605.8557,-79.188122,34.791535
0.002318,390,39004,0.002271,5532.084134,1338460.976,-79.151466,34.768974
0.020067,466,46600,0.006313,6347.170172,1945759.454,-79.156098,34.799237
0.037028,466,46600,0.007068,1200.805026,90025.59488,-79.21075,34.798368
0.170327,466,46600,0.015254,2315.708167,335053.0222,-79.069302,34.850854
0.099916,466,46600,0.011883,2306.453071,332357.5281,-79.163372,34.775221
0.00127,390,39004,0.001482,6678.514007,1729111.949,-79.179983,34.85556
0.005188,390,39004,0.003332,3896.986228,604634.2547,-79.111504,34.816629
0.068405,466,46600,0.010749,7805.518923,3798403.814,-79.028708,34.799302
0.01594,466,46600,0.006457,25250.54178,14627577.24,-79.1234,34.844172
0.290272,466,46600,0.020098,4397.149243,893867.3533,-79.400656,34.883248
0.031262,466,46600,0.006544,1459.496674,132030.6965,-79.474461,34.83486
0.027249,466,46600,0.00597,3086.914293,337293.9558,-79.456498,34.851164
0.051214,466,46600,0.00844,3123.777519,520588.2061,-79.468102,34.860763
0.025508,466,46600,0.005958,1265.987336,100148.3794,-79.497765,34.856363
0.013985,466,46600,0.005453,1103.023641,76039.08139,-79.45444,34.86162
0.98921,466,46600,0.037605,5810.906429,2107927.474,-79.367175,34.86912
0.184727,466,46600,0.019881,5460.038512,1721784.609,-79.403182,34.85914
0.064312,466,46600,0.009176,24261.46246,14562394.21,-79.309228,34.855349
0.123801,466,46600,0.012955,2433.139175,369802.8365,-79.445464,34.835916
0.0361,466,46600,0.007351,1516.093811,143212.6022,-79.421749,34.865507
0.006384,466,46600,0.002976,8827.485311,4869270.911,-79.278158,34.916202
0.001319,390,39004,0.001324,2006.049746,251504.4454,-79.316262,34.827131
0.015988,466,46600,0.004726,5423.941818,1010673.852,-79.19639,34.862217
0.0015,390,39004,0.001482,3373.729219,711162.4025,-79.308744,34.909092
0.005537,466,46600,0.003399,9567.1373,3817279.719,-79.212818,34.873507
0.021322,466,46600,0.007323,13043.1848,4258576.88,-79.269481,34.885141
0.03614,466,46600,0.0072,3250.841125,356575.9703,-79.234647,34.866281
0.192798,466,46600,0.016876,6899.33903,2063433.692,-79.218369,34.840318
0.321027,466,46600,0.021363,4482.668847,849531.8477,-79.233491,34.851612
0.016004,466,46600,0.004746,1124.751266,78992.42115,-79.202919,34.838766
0.037201,466,46600,0.006991,4837.408921,1302250.225,-79.066642,34.859497
0.100125,466,46600,0.0121,7844.130845,1780073.046,-79.321391,34.917411
0.002014,390,39004,0.001962,4619.949509,1329079.984,-79.231189,34.887875
0.01704,466,46600,0.004984,1528.426723,145650.9248,-79.179983,34.843587
0.04429,466,46600,0.010371,10265.29348,5427639.473,-79.191894,34.898644
0.026447,466,46600,0.007668,5913.747028,1768574.207,-79.12901,34.86049
0.022839,466,46600,0.007848,2612.499526,426293.2993,-79.151008,34.820317
0.034124,466,46600,0.006838,1479.356789,136630.0033,-79.09605,34.832616
0.000788,390,39004,0.001334,3057.292085,583165.6714,-79.078454,34.855809
0.039301,466,46600,0.007389,1332.32631,110435.1182,-79.166351,34.89493
0.037489,466,46600,0.007095,2884.733961,323176.8184,-79.080744,34.837275
0.00071,390,39004,0.001225,11305.17279,3365785.247,-79.048416,34.836976
0.018642,466,46600,0.004963,1300.115851,105502.4611,-79.076727,34.830032
0.001083,390,39004,0.001785,7728.267922,3194729.591,-79.210099,34.915582
0.148042,466,46600,0.014891,5235.55887,1302944.027,-78.966951,34.830178
0.001642,390,39004,0.001634,9680.475709,3935067.527,-78.988212,34.848155
0.214427,466,46600,0.019405,11438.8973,5013628.015,-79.310247,34.892584
0.008019,466,46600,0.003861,2205.966364,304132.2475,-79.323248,34.883047
0.146281,466,46600,0.014105,2205.273081,303879.9072,-79.316532,34.909748
0.001681,390,39004,0.001774,2714.40172,456093.1025,-79.241766,34.874554
0.066025,466,46600,0.010364,4821.558444,1451556.159,-79.160413,34.881006
0.001373,390,39004,0.001366,8903.672311,4459183.265,-79.071716,34.924912
0.160096,466,46600,0.01474,3441.847495,583136.0888,-79.172529,34.882982
0.071981,466,46600,0.01031,1596.327915,159131.636,-79.24857,34.898512
0.023248,466,46600,0.005698,1048.000321,68643.36679,-79.253767,34.899457
0.001598,390,39004,0.002429,1714.764523,183304.4493,-79.129529,34.909922
0.000835,390,39004,0.001327,10639.01448,5787904.005,-79.134178,34.922314
0.043067,466,46600,0.00764,1392.71935,120826.2246,-79.175978,34.896402
0.108397,466,46600,0.012196,2053.372404,262282.2864,-79.139449,34.882738
0.008636,466,46600,0.003373,4216.546816,770920.0001,-79.173241,34.914288
0.008518,466,46600,0.003737,12543.29225,6682033.027,-79.205977,34.949889
0.000814,390,39004,0.001189,7370.389912,3395145.189,-79.076355,34.883331
0.11331,466,46600,0.012419,2007.522231,251828.2703,-79.096845,34.869164
0.041645,466,46600,0.008964,4035.360958,883340.2156,-79.099706,34.880718
0.002663,390,39004,0.003679,14700.47276,6407218.742,-78.984505,34.885923
0.041297,466,46600,0.007556,1472.44087,135483.2614,-79.100855,34.874599
0.042015,466,46600,0.007719,1559.107821,150469.1855,-79.206911,34.930318
0.001434,390,39004,0.001663,2697.803123,453474.2806,-79.112647,34.950909
0.007756,466,46600,0.003623,2589.350802,418695.6636,-79.220541,34.929991
0.043706,466,46600,0.007739,1994.738751,248663.5024,-79.121721,34.949213
0.001116,390,39004,0.001223,2272.754274,321242.4865,-79.040772,34.927104
0.002192,390,39004,0.002207,34082.70188,71648912.76,-78.513046,34.286907
0.148757,466,46600,0.01623,2252.053574,314708.9229,-79.047479,34.890845
0.000435,390,39004,0.000885,4432.013043,1108220.202,-78.950966,34.870874
0.01882,390,39004,0.005801,4302.370352,828852.8898,-78.964061,34.89494
0.000922,390,39004,0.001338,1475.680734,135487.9112,-78.956443,34.863265
0.120774,466,46600,0.012953,3420.295323,731069.4121,-78.972954,34.842547
0.000891,390,39004,0.001225,10403.07521,4577465.873,-78.976559,34.815203
0.002681,390,39004,0.003673,5196.655032,1216837.878,-78.999329,34.825012
0.00133,390,39004,0.00199,1431.732702,127184.8152,-78.95566,34.798982
0.002556,390,39004,0.003066,2125.782923,278686.5131,-78.943084,34.7736
0.000624,390,39004,0.001032,4512.535675,1270207.644,-78.926077,34.757603
0.002054,390,39004,0.002054,2186.061493,297704.4003,-78.896618,34.751472
0.012823,390,39004,0.004724,4778.579096,1408453.574,-78.991472,34.750566
0.000908,390,39004,0.00152,3471.61986,441571.4125,-78.932509,34.837028
0.017423,466,46600,0.004996,1718.022589,143089.0494,-78.941258,34.853181
0.001205,390,39004,0.001509,8402.587082,1889665.98,-78.974875,34.907833
0.010324,390,39004,0.005568,2327.836436,207938.9251,-78.950813,34.902718
0.00094,390,39004,0.001269,1283.844355,101344.4713,-78.957865,34.824223
0.001795,390,39004,0.002243,3857.29206,923992.7846,-78.908551,34.86879
0.001299,390,39004,0.002669,4081.97795,1041401.887,-78.897044,34.844121
0.002488,390,39004,0.00228,4395.817949,1205999.498,-78.681681,34.918113
0.000926,390,39004,0.001273,4745.385571,1394389.066,-78.585388,34.899357
0.001066,390,39004,0.001661,6598.370836,2721121.392,-78.533437,34.696787
0.000746,390,39004,0.001099,1424.853053,126051.6563,-78.74241,34.585634
0.000655,390,39004,0.001029,5154.915913,1650939.364,-78.746569,34.625891
0.000754,390,39004,0.001087,8310.825443,4291275.754,-78.697505,34.624135
0.002409,390,39004,0.001919,1919.54224,188549.9703,-78.766516,34.628035
0.001227,390,39004,0.001416,2035.870124,256312.9031,-78.790823,34.915455
0.001516,390,39004,0.002009,6271.030193,2438850.678,-77.658274,35.518126
0.026887,466,46600,0.006025,5324.733125,998032.5321,-79.013895,34.868501
0.006692,390,39004,0.005132,2337.579829,341012.209,-79.010955,34.852055
0.041986,466,46600,0.007658,1374.916876,118081.4049,-79.208555,34.933526
0.025169,466,46600,0.005948,1235.923609,94808.07285,-79.20579,34.936692
0.015859,466,46600,0.005003,1473.804649,135423.4076,-79.192342,34.928351
0.031432,466,46600,0.006504,1275.243509,101316.0283,-79.038279,34.812854
0.075769,390,39004,0.01028,2542.124567,399833.8482,-79.030841,34.828371
0.001624,390,39004,0.001747,1837.393258,162738.7778,-79.066492,34.844648
0.000341,390,39004,0.000794,1414.433047,124783.4156,-79.061243,34.847367
0.000369,390,39004,0.000747,1704.053881,180798.1832,-79.060605,34.898668
0.013448,466,46600,0.004296,2623.466489,285964.437,-79.084617,34.901447
0.003924,390,39004,0.003934,2537.531553,400931.8653,-79.046769,34.748959
0.016091,466,46600,0.004791,3132.350238,612974.884,-79.095879,34.691702
0.317731,466,46600,0.024379,3687.73588,849932.6549,-79.046742,34.695938
0.05446,466,46600,0.009013,3095.320778,352750.4737,-79.126652,34.660141
0.012875,466,46600,0.004417,1099.453027,75305.523,-79.139424,34.64522
0.000445,390,39004,0.000798,2376.409249,146020.3232,-74.924003,38.976304
0.002005,390,39004,0.001664,589.4468,21694.88172,-74.941299,38.975653
0.001409,390,39004,0.001748,3220.1268,379845.5427,-74.909612,38.990018
0.011243,390,39004,0.006206,938.468,54574.14395,-75.420136,39.439187
0.002742,390,39004,0.002393,450.0364,12594.9216,-74.345305,39.622753
0.002632,390,39004,0.002264,1000.3908,61847.41472,-75.346443,39.40358
0.000538,390,39004,0.000893,3994.1792,588886.2381,-75.515637,39.549141
0.00078,390,39004,0.001106,1214.749088,49989.21217,-75.404157,39.490035
0.000729,390,39004,0.001037,748.9816,29618.70469,-75.397353,39.49263
0.003897,390,39004,0.002622,1635.22702,110467.5506,-75.468692,39.517819
0.000465,390,39004,0.000961,898.5744,47213.78972,-75.465354,39.527422
0.000913,390,39004,0.001197,1016.146,64346.68616,-75.415466,39.496322
0.003263,390,39004,0.003575,1021.5048,65216.12818,-75.46413,39.515025
0.002912,390,39004,0.00295,1367.532,104495.6382,-75.437263,39.530063
0.001758,390,39004,0.001637,697.2536,30144.42758,-75.47253,39.521501
0.000491,390,39004,0.000853,602.3552,22350.07136,-75.467175,39.528839
0.002513,390,39004,0.00187,604.7372,22535.96184,-75.335137,39.541743
0.000928,390,39004,0.001173,915.722,52051.08255,-75.093003,39.539116
0.000743,390,39004,0.001213,1738.964214,157152.9487,-75.488895,39.556614
0.003321,390,39004,0.002493,2356.2156,344028.7373,-75.135172,39.584598
0.000271,390,39004,0.000632,617.881746,23789.81078,-75.51264,39.558501
0.004281,390,39004,0.003227,1442.8668,88502.08692,-75.317012,39.597787
0.000794,390,39004,0.001195,1833.25,208741.4349,-75.539005,39.611116
0.000197,390,39004,0.000676,909.594301,51315.35434,-75.255562,39.632267
0.012652,390,39004,0.005283,1854.444274,139958.5452,-75.489241,39.621699
0.003085,390,39004,0.002599,8305.586724,885903.9497,-75.420131,39.650007
0.002142,390,39004,0.001814,705.658,30747.4714,-75.188888,39.620791
0.001927,390,39004,0.001939,1253.614,94720.06135,-75.189441,39.657563
0.000817,390,39004,0.001373,1703.6084,126273.5791,-75.412687,39.665919
0.001513,390,39004,0.001892,2774.3636,415643.2136,-75.154832,39.660318
0.001383,390,39004,0.001487,1300.958,105720.9377,-75.006582,39.668168
0.001175,390,39004,0.001402,933.6684,54171.01767,-75.449392,39.702989
0.060231,390,39004,0.016338,7508.525747,1036429.301,-75.450271,39.711816
0.000578,390,39004,0.000905,843.6508,44311.14797,-75.424921,39.702361
0.000662,390,39004,0.001036,1516.1216,116997.5838,-75.448034,39.739945
0.00115,390,39004,0.001266,597.2792,22116.66575,-75.431264,39.72905
0.000468,390,39004,0.000917,781.8776,38119.88497,-75.395531,39.746741
0.00855,390,39004,0.003806,570.9544,20344.57708,-75.127442,39.763652
0.001982,390,39004,0.002138,1197.7,89127.42344,-75.183403,39.326734
0.000768,390,39004,0.001158,2917.2664,378847.8945,-75.049356,39.265046
0.001003,390,39004,0.001484,2151.1908,195002.4141,-74.836712,39.139259
0.001424,390,39004,0.001447,614.6112,23598.77587,-75.399744,39.410978
0.001481,390,39004,0.001565,1270.227245,100445.7836,-75.370845,39.371922
0.000641,390,39004,0.000936,541.802,18315.37595,-75.318984,39.37719
0.002513,390,39004,0.002484,973.038,58508.13492,-75.336285,39.392296
0.027946,390,39004,0.009712,1165.306,82995.57775,-75.322102,39.391496
0.029137,390,39004,0.008441,2912.0376,512209.0626,-74.63688,39.457304
0.001739,390,39004,0.001579,662.3128,27414.16517,-74.894137,39.492809
0.020519,390,39004,0.005563,881.0188,48200.21842,-74.862658,39.068358
0.007173,390,39004,0.005247,2883.063353,278074.6436,-74.866547,39.63754
0.000543,390,39004,0.001412,573.4464,20374.78915,-74.944498,39.692113
0.013388,390,39004,0.00509,983.415392,60589.36656,-74.874846,39.645718
0.022193,390,39004,0.005781,881.5612,48556.15121,-74.274356,39.696403
0.006876,390,39004,0.003504,1079.2876,72761.60382,-74.762831,39.705754
0.036251,390,39004,0.007533,1135.465842,80087.52389,-74.431999,39.743261
0.023142,390,39004,0.00593,947.7536,55834.55765,-74.456287,39.815095
0.00885,390,39004,0.003572,2806.6612,488795.8351,-74.269159,39.758505
0.016416,390,39004,0.005493,922.3348,53168.80162,-74.371552,39.803741
0.004258,390,39004,0.002428,804.5748,37494.52281,-74.732667,39.7642
0.000742,390,39004,0.001121,1837.1148,210193.5382,-74.748576,39.77712
0.001668,390,39004,0.002152,1916.994838,173225.6559,-74.740669,39.768563
0.01981,390,39004,0.007226,1421.4568,123013.4918,-74.754144,39.777574
0.002336,390,39004,0.00222,3833.7996,523493.4209,-74.766385,39.796997
0.000614,390,39004,0.0011,1076.7248,71413.09555,-74.706532,39.790304
0.001195,390,39004,0.001407,1236.5632,94393.83435,-74.721722,39.821907
0.00178,390,39004,0.001774,1671.262106,144273.5078,-74.782758,39.798976
0.002007,390,39004,0.001905,2953.008,426112.8992,-74.759383,39.810873
0.000931,390,39004,0.001445,769.944,36929.65771,-74.770074,39.808931
0.001227,390,39004,0.001786,812.908,41245.35883,-74.721898,39.827735
0.009334,390,39004,0.003573,1775.516761,104102.8799,-74.454017,39.898248
0.002675,390,39004,0.002948,1341.8028,112470.1017,-74.70288,39.845196
0.003247,390,39004,0.002373,481.6944,14437.35611,-74.714648,39.844372
0.001832,390,39004,0.001777,687.5692,29523.42769,-74.701245,39.848226
0.003001,390,39004,0.003038,624.9072,24338.1685,-74.842338,39.886601
0.002744,390,39004,0.002033,783.5292,38060.1082,-74.847415,39.920106
0.008993,390,39004,0.006694,3988.3924,911892.946,-74.777377,39.909977
0.074658,436,43600,0.010915,1513.4764,129132.2758,-74.193483,39.893989
0.011925,390,39004,0.004114,855.1848,45446.67313,-74.798908,39.910598
0.004723,390,39004,0.00255,1411.405493,78556.27194,-74.647828,39.913999
0.004705,390,39004,0.003215,832.2076,43064.41844,-74.642969,39.923029
0.010701,390,39009,0.004977,1379.465786,89646.68799,-74.832155,39.130789
0.000875,390,39004,0.001335,2067.3932,146596.5332,-74.667279,39.936978
0.001023,390,39004,0.00128,1479.0788,106371.9348,-74.650959,39.933601
0.002242,390,39004,0.002499,1213.6356,91542.09273,-74.818955,39.982638
0.015149,390,39004,0.005334,845.8476,44054.00447,-74.798856,39.1645
0.001836,390,39004,0.002051,603.238969,22688.45825,-74.738575,39.186777
0.020812,390,39004,0.005765,1198.891662,73073.9381,-74.773132,39.167615
0.002257,390,39004,0.001764,519.68679,16536.65372,-74.770385,39.166982
0.013432,390,39001,0.004505,954.9224,56731.84205,-74.735527,39.185581
0.001917,390,39004,0.002039,663.1928,27224.50591,-74.74022,39.188217
0.008673,390,39004,0.004463,1290.8604,103005.5345,-74.725004,39.201067
0.014297,390,39004,0.004487,1013.738912,64256.71092,-74.84536,39.311987
0.026656,390,39004,0.008513,1522.704837,144591.3554,-74.614232,39.361342
0.001653,390,39004,0.001623,1552.933795,122873.9904,-75.927815,39.06914
0.012978,466,46600,0.00427,18186.01986,2085900.157,-75.828325,39.067498
0.023931,466,46600,0.006195,17241.85504,2398097.628,-75.79153,39.053884
0.005859,466,46600,0.002944,7111.791542,842567.6955,-75.835109,39.048548
0.002945,466,46600,0.002189,10408.03938,865016.29,-75.814978,39.055315
0.001125,390,39004,0.001504,7602.996766,839524.2369,-75.778643,39.072433
0.00166,390,39001,0.001627,20767.15513,2499552.417,-75.805508,39.074267
0.001294,390,39004,0.001461,19225.34678,2024644.463,-75.850004,39.019503
0.013405,466,46600,0.00446,763.305192,36422.17211,-75.81474,39.051854
0.001242,390,39001,0.001589,11466.62882,1644756.134,-75.834506,39.08538
0.017086,466,46600,0.004993,4834.345582,415177.2814,-75.79158,39.071482
0.001793,390,39001,0.001613,2121.79988,250545.5678,-75.75774,39.055991
0.001672,390,39004,0.001528,1102.154279,54962.82801,-75.935863,39.081837
0.001868,390,39004,0.001677,5635.841462,875098.2178,-75.882039,39.094924
0.012467,466,46600,0.004339,2077.665326,118429.9888,-75.844434,39.100683
0.0103,466,46600,0.003936,2298.8108,215101.6311,-75.826757,39.094287
0.010986,390,39001,0.004949,6390.688375,796544.4188,-75.775705,39.105365
0.002242,390,39001,0.001872,15128.19235,2536614.107,-75.802386,39.116485
0.006545,390,39004,0.003297,1693.233902,128618.9737,-75.940108,39.104022
0.000583,466,46600,0.000966,2455.076652,204338.0832,-75.816266,39.13386
0.000998,390,39004,0.001542,5505.592022,1178291.807,-75.856364,39.125761
0.006025,390,39001,0.002883,1514.597543,132036.5146,-75.78571,39.096423
0.002923,390,39004,0.002174,601.626145,22420.51952,-75.769097,39.104875
0.001899,390,39001,0.00176,595.477564,22217.62594,-75.768123,39.099964
0.001833,466,46600,0.001713,8530.9008,1012456.74,-75.804802,39.13169
0.000784,390,39004,0.001205,6370.001234,954153.4501,-75.828543,39.139373
0.001499,390,39004,0.001514,25101.49356,3904234.254,-75.784268,39.145565
0.004009,390,39001,0.002415,4554.313208,367998.1954,-75.771751,39.120306
0.003626,466,46600,0.002965,3361.023741,600039.4257,-75.763583,39.156908
0.001125,390,39004,0.001681,7823.110413,1229449.015,-75.837106,39.160151
0.002694,390,39004,0.002068,3343.6044,351996.7398,-75.971479,39.182041
0.003322,390,39004,0.002505,3740.22873,328202.3319,-75.891486,39.17251
0.004181,390,39004,0.002431,2465.893324,203552.5279,-75.881151,39.155912
0.017036,466,46600,0.005306,10345.03718,1268265.397,-75.809962,39.14618
0.001186,390,39004,0.001573,2255.814063,149678.8413,-75.76752,39.135228
0.009273,466,46600,0.00423,901.012108,49458.51949,-75.819026,39.147058
0.00056,466,46600,0.000886,2319.082739,140541.6019,-75.806853,39.156409
0.078104,466,46600,0.011565,6709.416523,982277.605,-75.822141,39.161024
0.003297,390,39004,0.002248,4567.807552,344070.2692,-75.876129,39.173256
0.002092,390,39004,0.001894,12906.69704,1583311.896,-75.853623,39.172864
0.000925,466,46600,0.001132,5310.863043,732297.2302,-75.803232,39.16354
0.000794,390,39004,0.001228,1089.800034,61767.26014,-75.783228,39.160311
0.000351,466,46600,0.000752,2634.334784,177611.5157,-75.789548,39.162858
0.000803,466,46600,0.001093,506.038498,16024.30935,-75.786758,39.151328
0.001877,466,46600,0.001676,3772.869819,368500.8651,-75.779954,39.168864
0.002694,390,39004,0.001963,8090.461404,1124315.566,-75.866794,39.18755
0.002686,466,46600,0.001974,682.395476,29245.74243,-75.869232,39.179573
0.001216,390,39004,0.001476,7551.531031,1018125.704,-75.861492,39.2017
